@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
-2.7115,2.2982,1.516,5.6858,?,-2.9762,1.0632,1.0311,5.2446,?,-0.1821,2.8528,1.689,5.8716,-1.1333,4.5208,2.0205,1.4214,6.3173,0.1001,0.9111,14.888,-0.5998,16.3416,-0.6583,-0.0403,1.4702,0.8976,1.0665,0.6105,0.7254,1.1882,2.1615,0.8056,1.1374,0.3727,0.5262,1.4119,1.0841,1.8228,-8.0905,1.6814,-7.4629,-4.4385,1,0,0,0,0,0.3921,1.0841,0.9684,0.9,0.8932,0.8302,0.9294,0.0806,7.164,0.3706,-0.5683,-0.839,-0.411,-0.7544,0.4654,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.8227,7.9116,2.8127,9.8176,-4.8435,-2.4904,3.7924,1.9474,6.3891,-50.5304,-0.3521,8.6299,2.9377,8.4148,-1.0983,4.8182,6.7671,2.6014,9.3476,0.1016,0.7319,5.1767,-0.3783,7.0732,-0.5169,-0.0731,1.4444,0.9575,1.0813,0.6629,0.7486,1.1293,2.0862,0.9168,1.1691,0.4394,0.5604,1.2753,1.2989,1.8475,-7.695,1.4224,-5.9245,-4.1651,13.5504,0.4189,0.1615,0.0309,0.0119,0.3854,1.5366,1.1667,1.0503,0.7593,0.6835,0.9002,0.0621,7.6038,0.8312,-0.7709,-0.8056,-0.5087,-0.9387,0.4722,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.4387,7.0512,2.6554,16.1246,-1.3157,2.0871,6.7682,2.6016,11.1662,-0.5166,-1.1524,10.9211,3.3047,20.0044,-0.6497,4.9202,6.4091,2.5316,14.3428,0.0563,-0.2102,0.3807,-0.0892,-1.8111,0.4242,-0.2342,1.0207,0.8035,1.0489,0.7872,1.0276,1.3054,1.0418,0.6456,1.1002,0.6197,1.056,1.704,2.4086,1.1629,-10.709,0.4828,-4.4462,-9.2093,0.9458,0.5742,0.4582,0.6072,0.4844,0.7979,1.4441,0.8061,1.1242,0.5582,0.7785,1.3947,0.0495,7.1236,0.106,-0.1306,0.0163,-0.2704,0.2616,0.2344,TASCA_SINISTRA_DAVANTI_PANTALONI
3.556,11.0596,3.3256,15.3041,-0.382,-1.1621,5.714,2.3904,11.5426,-1.2489,-1.0524,3.4681,1.8623,8.3534,-1.3882,5.5007,5.087,2.2554,9.5074,0.1527,-3.06,-3.379,0.6465,1.1042,-0.2113,-0.1913,1.3912,1.7858,1.4745,1.2836,1.0598,0.8257,1.9355,3.1889,2.1741,1.6476,1.1233,0.6818,0.66,0.8712,-2.4684,1.3201,-3.7402,-2.8332,2.1575,3.1659,0.9869,1.4674,0.4574,0.3117,1.3259,1.8321,1.6097,1.3818,1.2141,0.8786,0.0827,8.048,0.5345,0.066,0.6215,-0.2768,0.3006,-0.0342,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0347,0.0152,0.1233,0.5423,-0.4852,-0.0049,0.0105,0.1025,0.373,-1.3612,0.0423,0.0043,0.0652,0.3297,-0.5292,0.1677,0.0049,0.0698,0.3483,0.1026,-7.04,0.8188,0.2067,-0.1163,-0.0294,0.2525,1.2032,1.8909,1.7668,1.5716,1.4684,0.9344,1.4476,3.5754,3.1215,2.4698,2.1563,0.873,0.8239,1.5525,-4.4459,1.8843,-5.396,-2.8637,2.3115,1.6933,0.9406,0.7326,0.4069,0.5555,1.4539,1.6446,1.5568,1.1311,1.0707,0.9466,0.0012,0.2507,-0.0069,0.2031,0.4372,-0.1252,-0.1965,0.3803,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0243,0.0078,0.0881,0.4185,-1.6115,0.015,0.008,0.0896,0.3418,-0.749,0.015,0.005,0.0707,0.3508,-0.9039,0.1367,0.0031,0.0561,0.2625,0.1295,-1.6157,-1.6239,-0.1776,1.0051,0.1099,0.1094,0.9833,1.246,1.5702,1.2672,1.5969,1.2602,0.9669,1.5526,2.4656,1.6058,2.55,1.588,1.7646,1.5506,-6.6143,0.8787,-3.7484,-4.2657,0.8202,0.8697,0.5315,1.0604,0.648,0.6111,1.2246,1.1929,1.5945,0.9741,1.302,1.3366,0.0007,0.2076,-0.673,0.4098,-0.4109,-0.2812,0.2018,-0.1374,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1823,4.6977,2.1674,13.5001,-1.417,0.4637,2.7193,1.649,6.6245,-0.6938,-0.7964,7.0674,2.6585,12.8261,-0.9967,3.2568,4.7605,2.1819,9.4587,0.0869,-0.3931,0.2289,-0.056,-0.5823,0.1424,-0.2445,1.3144,0.8153,0.9934,0.6203,0.7558,1.2184,1.7275,0.6647,0.9868,0.3848,0.5712,1.4846,2.9168,1.2362,-8.7969,0.4238,-3.016,-7.116,1.4281,0.8695,0.5392,0.6088,0.3776,0.6201,2.0379,1.0526,1.4273,0.5165,0.7004,1.356,0.0196,4.9616,-0.007,0.3049,-0.2076,-0.5765,0.3007,-0.4106,TASCA_SINISTRA_DAVANTI_PANTALONI
-3.1681,3.9679,1.992,8.4865,-12.4581,-4.3522,8.2428,2.871,8.3802,-11.8504,1.7498,13.7217,3.7043,14.2339,-0.8457,6.9772,9.2917,3.0482,11.5566,0.107,0.7279,-1.8105,-0.4541,-2.4873,-0.6238,0.2508,0.6938,0.5377,0.6535,0.7751,0.9419,1.2152,0.4814,0.2892,0.427,0.6007,0.8871,1.4768,1.0165,1.2045,-5.6748,1.1849,-5.5824,-4.7111,0.967,0.0818,0.0487,0.0846,0.0504,0.5959,1.0127,0.5962,0.7343,0.5887,0.7251,1.2317,0.1179,11.1457,0.7539,-0.5937,-0.7855,-0.5889,-0.9073,0.7082,TASCA_SINISTRA_DIETRO_PANTALONI
-3.6761,2.8453,1.6868,6.3689,?,-5.6708,5.2581,2.2931,9.7561,-93.8673,1.6691,12.145,3.485,10.931,-0.667,7.8566,6.9801,2.642,9.8764,0.2413,0.6482,-2.2025,-0.4679,-3.3975,-0.7218,0.2124,0.7356,0.484,0.6385,0.658,0.8679,1.3191,0.5411,0.2343,0.4076,0.4329,0.7533,1.7399,0.6598,1.4562,-2.0273,2.2071,-3.0727,-1.3922,0,0,0,0.0157,0.0079,0.5037,0.6528,0.5826,0.6449,0.8925,0.9878,1.1068,0.145,12.7486,0.5016,-0.7294,-0.7866,-0.7839,-0.87,0.9155,TASCA_SINISTRA_DIETRO_PANTALONI
-2.6221,6.3114,2.5122,9.0101,-6.0056,-4.9521,9.6084,3.0997,11.1842,-6.3491,0.666,15.0374,3.8778,15.7741,-0.445,7.1911,11.0881,3.3299,12.8357,0.1504,0.5295,-3.937,-0.3646,-7.4356,-0.6887,0.0926,0.8105,0.6479,0.7545,0.7994,0.9309,1.1645,0.6569,0.4197,0.5692,0.639,0.8666,1.3562,0.7994,1.59,-3.3985,1.989,-4.2514,-2.1375,0.8451,0.1178,0.0851,0.1394,0.1007,0.7225,0.8056,0.5712,0.702,0.709,0.8713,1.2289,0.1176,10.7132,0.5267,-0.7121,-0.854,-0.2713,-0.7375,0.7325,TASCA_SINISTRA_DIETRO_PANTALONI
-4.7744,6.8991,2.6266,11.7878,-32.2718,-3.3016,8.0204,2.832,10.365,-6.1641,0.1449,8.01,2.8302,11.0581,-0.8021,7.1332,5.764,2.4008,9.6285,0.1832,1.4461,-32.9532,-0.6693,-22.7881,-0.4629,0.0203,0.9275,0.9281,1.094,1.0006,1.1796,1.1788,0.8602,0.8613,1.1969,1.0013,1.3915,1.3897,1.282,2.323,-5.2941,1.812,-4.1294,-2.279,0.2449,0.0577,0.0301,0.2358,0.1227,0.5205,1.1373,1.066,1.2243,0.9373,1.0765,1.1485,0.121,10.6195,-0.1664,-0.1955,-0.7197,-0.4231,-0.4473,0.3665,TASCA_SINISTRA_DIETRO_PANTALONI
-1.0179,2.847,1.6873,7.6282,-3.027,2.1298,2.8336,1.6833,6.7129,-0.3337,-2.2879,4.6542,2.1574,9.3241,-1.1357,4.4232,1.5767,1.2557,4.6922,0.2624,-0.478,0.4449,-0.2301,-0.9309,0.4815,-0.5172,1.0024,0.7821,1.3438,0.7803,1.3406,1.7181,1.0047,0.6117,1.8057,0.6088,1.7972,2.9519,3.4142,1.1564,-3.435,0.3387,-1.0061,-2.9703,0.3763,0.4339,0.2978,1.1529,0.7912,0.6863,1.1364,0.8181,1.6257,0.7199,1.4307,1.9872,0.0685,6.5725,0.6161,-0.1112,0.0037,-0.3098,0.5866,-0.3541,TASCA_SINISTRA_DIETRO_PANTALONI
2.0195,8.6118,2.9346,10.3881,-0.3927,2.1479,7.6731,2.77,11.9361,-0.6437,-1.006,5.5679,2.3596,9.9841,-1.1257,5.2394,4.1054,2.0262,9.5179,0.1091,0.9402,-2.0073,0.3854,-2.135,0.41,-0.192,1.0594,1.2437,1.4483,1.1739,1.3671,1.1646,1.1223,1.5467,2.0977,1.3781,1.869,1.3563,0.6267,0.554,-2.5122,0.884,-4.0086,-4.5344,1.0271,1.5881,0.6981,1.5461,0.6797,0.4396,0.8703,1.0405,1.0914,1.1955,1.2541,1.049,0.0636,8.2136,0.6866,0.3285,0.803,0.3391,0.5822,0.1826,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0034,0.0183,0.1353,0.5337,-1.1134,-0.0235,0.005,0.071,0.3246,-1.6918,0.0567,0.0036,0.0602,0.3128,-0.2831,0.1554,0.0066,0.0814,0.3084,0.069,0.1435,-0.0594,-0.0217,-0.4142,-0.1513,0.3652,1.9046,2.2495,1.6625,1.1811,0.8729,0.739,3.6276,5.0603,2.7639,1.395,0.7619,0.5462,1.3781,4.0736,-12.2994,2.9558,-8.9247,-3.0193,2.0942,1.0359,0.7623,0.4946,0.364,0.7359,1.6441,1.7061,1.7305,1.0377,1.0525,1.0143,0.0013,0.2324,-0.1284,-0.4535,-0.1711,-0.1936,-0.3555,0.5224,TASCA_SINISTRA_DIETRO_PANTALONI
-0.3715,0.0308,0.1755,0.7991,?,0.5282,0.0566,0.2379,0.9005,0.155,0.0255,0.0234,0.153,0.6631,-0.9758,0.6834,0.0615,0.2479,0.8446,0.2421,-0.7034,-14.5956,-0.5437,20.7499,0.7729,0.0372,0.7376,1.1468,0.7077,1.5547,0.9595,0.6171,0.5441,1.3151,0.5009,2.4171,0.9206,0.3808,-4.8384,2.4401,-2.9614,-0.5043,0.6121,-1.2136,0,0,0,3.1754,0.9562,0.3011,0.8874,1.2051,0.9461,1.3581,1.0661,0.785,0.0132,1.0247,-0.2585,-0.1124,-0.63,-0.165,0.904,-0.0975,TASCA_SINISTRA_DIETRO_PANTALONI
0.0075,0.0276,0.1661,0.6573,-0.8167,-0.0459,0.0041,0.0643,0.2817,-1.7882,0.0279,0.0061,0.0782,0.393,-0.8144,0.1844,0.0068,0.0825,0.3386,0.1335,-0.1633,0.2685,0.0407,-1.6441,-0.2492,0.1516,2.5855,2.1254,2.0139,0.822,0.7789,0.9475,6.685,4.5174,4.0559,0.6757,0.6067,0.8978,1.6359,1.6753,-5.6626,1.0241,-3.4615,-3.3801,3.5819,1.6706,0.9258,0.4664,0.2585,0.5542,2.3338,1.6727,1.9411,0.7167,0.8317,1.1605,0.0012,0.272,-0.4299,-0.1834,0.1929,-0.2425,-0.3191,0.2437,TASCA_SINISTRA_DIETRO_PANTALONI
-0.4346,5.5888,2.3641,9.3605,-1.6871,1.734,5.0519,2.2476,10.4734,-0.3067,-3.3522,5.1765,2.2752,13.9959,-1.0376,5.1972,3.2392,1.7998,7.4408,0.2403,-0.2506,0.1297,-0.0836,-0.5173,0.3337,-0.645,1.0518,1.0391,1.3135,0.9879,1.2488,1.2641,1.1063,1.0796,1.7253,0.9759,1.5596,1.5981,2.3906,0.8246,-2.4965,0.3449,-1.0443,-3.0275,0.4346,0.5071,0.3556,1.1669,0.8183,0.7013,0.8937,0.6688,1.258,0.7483,1.4076,1.881,0.0775,7.8133,-0.4213,-0.0841,-0.6147,0.246,0.4466,-0.2255,TASCA_GIACCA_ALTA
0.6364,8.5385,2.9221,11.5185,-0.9449,0.4032,6.124,2.4747,9.1239,-0.5874,-2.3976,13.413,3.6624,14.1499,-2.4106,5.234,6.9971,2.6452,10.0726,0.1138,1.5781,-0.2654,0.1216,-0.1682,0.077,-0.4581,1.1808,0.7979,1.1047,0.6757,0.9355,1.3845,1.3943,0.6366,1.2203,0.4566,0.8752,1.917,1.6575,0.5596,-4.3272,0.3376,-2.6107,-7.7333,1.0304,1.4275,0.5211,1.3854,0.5057,0.365,1.2624,0.814,1.1435,0.6448,0.9058,1.4048,0.0513,7.8851,-0.3213,0.6705,-0.4279,-0.629,0.7445,-0.7376,TASCA_GIACCA_ALTA
0.7482,7.1806,2.6797,12.5571,-1.7943,1.8672,6.9314,2.6327,9.684,-0.4342,-2.6918,7.5984,2.7565,15.0274,-4.5263,5.2665,5.2662,2.2948,11.6846,0.1349,0.4007,-0.278,0.1421,-0.6937,0.3545,-0.5111,1.0178,0.9721,1.1677,0.9551,1.1473,1.2012,1.036,0.945,1.3635,0.9122,1.3162,1.4429,2.7504,0.6551,-4.4239,0.2382,-1.6084,-6.7529,0.6655,1.6526,0.3327,2.4832,0.4999,0.2013,1.2967,0.8356,1.0747,0.6444,0.8288,1.2861,0.0686,7.8666,-0.1116,0.0429,-0.1322,-0.1061,0.6072,-0.5629,TASCA_GIACCA_ALTA
-0.4346,5.5888,2.3641,9.3605,-1.6871,1.734,5.0519,2.2476,10.4734,-0.3067,-3.3522,5.1765,2.2752,13.9959,-1.0376,5.1972,3.2392,1.7998,7.4408,0.2403,-0.2506,0.1297,-0.0836,-0.5173,0.3337,-0.645,1.0518,1.0391,1.3135,0.9879,1.2488,1.2641,1.1063,1.0796,1.7253,0.9759,1.5596,1.5981,2.3906,0.8246,-2.4965,0.3449,-1.0443,-3.0275,0.4346,0.5071,0.3556,1.1669,0.8183,0.7013,0.8937,0.6688,1.258,0.7483,1.4076,1.881,0.0775,7.8133,-0.4213,-0.0841,-0.6147,0.246,0.4466,-0.2255,TASCA_GIACCA_ALTA
0.6364,8.5385,2.9221,11.5185,-0.9449,0.4032,6.124,2.4747,9.1239,-0.5874,-2.3976,13.413,3.6624,14.1499,-2.4106,5.234,6.9971,2.6452,10.0726,0.1138,1.5781,-0.2654,0.1216,-0.1682,0.077,-0.4581,1.1808,0.7979,1.1047,0.6757,0.9355,1.3845,1.3943,0.6366,1.2203,0.4566,0.8752,1.917,1.6575,0.5596,-4.3272,0.3376,-2.6107,-7.7333,1.0304,1.4275,0.5211,1.3854,0.5057,0.365,1.2624,0.814,1.1435,0.6448,0.9058,1.4048,0.0513,7.8851,-0.3213,0.6705,-0.4279,-0.629,0.7445,-0.7376,TASCA_GIACCA_ALTA
0.7482,7.1806,2.6797,12.5571,-1.7943,1.8672,6.9314,2.6327,9.684,-0.4342,-2.6918,7.5984,2.7565,15.0274,-4.5263,5.2665,5.2662,2.2948,11.6846,0.1349,0.4007,-0.278,0.1421,-0.6937,0.3545,-0.5111,1.0178,0.9721,1.1677,0.9551,1.1473,1.2012,1.036,0.945,1.3635,0.9122,1.3162,1.4429,2.7504,0.6551,-4.4239,0.2382,-1.6084,-6.7529,0.6655,1.6526,0.3327,2.4832,0.4999,0.2013,1.2967,0.8356,1.0747,0.6444,0.8288,1.2861,0.0686,7.8666,-0.1116,0.0429,-0.1322,-0.1061,0.6072,-0.5629,TASCA_GIACCA_ALTA
-1.1536,2.9844,1.7276,8.2702,-0.816,1.393,7.7405,2.7822,14.8804,-0.1538,-1.4586,6.5551,2.5603,12.8428,-1.0964,4.1341,5.5882,2.3639,12.6949,0.0876,-0.8281,0.7909,-0.279,-0.955,0.337,-0.3528,0.6209,0.6748,0.7308,1.0867,1.1769,1.0831,0.3856,0.4553,0.5341,1.1808,1.3852,1.173,1.8731,0.5533,-3.0482,0.2954,-1.6273,-5.5096,0.3531,0.7434,0.3273,2.1051,0.9269,0.4403,0.5558,0.644,0.6515,1.1586,1.1722,1.0117,0.0474,6.0015,0.8396,0.2686,0.579,0.3622,0.804,0.042,TASCA_GIACCA_ALTA
-3.2797,3.9521,1.988,7.5961,-18.6101,-0.4119,1.117,1.0569,4.2103,-1.7775,-0.7144,2.1204,1.4562,5.8071,-1.0836,3.9893,2.7115,1.6467,6.0998,0.187,7.962,4.5908,-0.8221,0.5766,-0.1033,-0.1791,1.881,1.3652,1.2073,0.7258,0.6418,0.8843,3.538,1.8638,1.4575,0.5268,0.412,0.782,2.6754,2.387,-5.1385,0.8922,-1.9206,-2.1527,0.2555,0.139,0.0516,0.5439,0.202,0.3715,1.8042,1.3081,1.2453,0.725,0.6902,0.952,0.072,5.6683,0.0622,0.0719,-0.9379,0.04,0.0183,-0.0856,TASCA_GIACCA_ALTA
0.0233,0.0112,0.1056,0.4814,-0.485,-0.018,0.0049,0.0698,0.308,-1.1344,-0.0012,0.0114,0.1066,0.4499,-1.122,0.1494,0.0059,0.0771,0.3183,0.1164,-1.2958,-19.3499,0.1558,14.9325,-0.1202,-0.0081,1.5126,0.9903,1.3694,0.6547,0.9054,1.3828,2.2879,0.9807,1.8754,0.4287,0.8197,1.9122,0.9603,0.6609,-3.7501,0.6882,-3.905,-5.6744,2.2463,1.529,0.8999,0.6807,0.4006,0.5886,1.5628,1.07,1.5123,0.6846,0.9677,1.4134,0.0006,0.2281,-0.3034,-0.0129,0.5538,-0.4381,-0.2234,0.165,TASCA_GIACCA_ALTA
0.0465,0.0116,0.1078,0.4448,-0.9314,-0.0659,0.0054,0.0736,0.2809,-1.8685,-0.0258,0.003,0.0547,0.2546,-1.0414,0.1512,0.0044,0.066,0.2468,0.1604,-0.7054,-1.8046,0.3076,2.5582,-0.436,-0.1704,1.4647,1.9708,1.6333,1.3455,1.1151,0.8288,2.1453,3.884,2.6677,1.8105,1.2435,0.6868,1.172,1.6517,-4.5486,1.4093,-3.881,-2.7539,2.3513,1.8468,0.7834,0.7854,0.3332,0.4242,1.5831,1.7473,1.8021,1.1037,1.1383,1.0314,0.0018,0.229,-0.4784,-0.0539,0.4471,0.0175,-0.574,-0.2235,TASCA_GIACCA_ALTA
4.9285,5.8195,2.4124,9.1867,0.114,-7.2153,17.8186,4.2212,13.971,?,-0.8641,5.8893,2.4268,9.3754,-1.8715,9.913,8.3588,2.8912,9.5431,0.3373,-0.6831,-5.7033,0.4972,8.3497,-0.7279,-0.0872,0.5715,0.9941,0.8344,1.7394,1.46,0.8394,0.3266,0.9881,0.6962,3.0256,2.1317,0.7046,-0.0846,-0.1934,0.2433,2.2864,-2.8761,-1.2579,0,3.1757,0.72,0,0,0.2267,0.6576,0.9799,0.9626,1.4902,1.464,0.9824,0.1829,14.2551,0.2777,-0.1478,0.1714,-0.6458,-0.8667,0.5216,TASCA_GIACCA_BASSA
5.6718,23.1892,4.8155,19.9215,-0.4803,-5.1152,18.9218,4.3499,13.768,-53.4226,-2.9323,9.876,3.1426,12.3657,-3.6889,9.1744,34.75,5.8949,18.0555,0.0185,-1.1088,-1.9343,0.6182,1.7445,-0.5576,-0.3196,1.107,1.5323,0.8169,1.3842,0.7379,0.5331,1.2255,2.348,0.6673,1.9159,0.5445,0.2842,0.4783,0.6645,-19.0241,1.3892,-39.7747,-28.6309,53.1949,5.1028,0.7316,0.0959,0.0138,0.1434,1.4469,1.611,1.1034,1.1134,0.7625,0.6849,0.1704,14.5729,-0.7619,-0.2276,0.8808,0.1459,-0.9343,-0.344,TASCA_GIACCA_BASSA
4.9285,5.8195,2.4124,9.1867,0.114,-7.2153,17.8186,4.2212,13.971,?,-0.8641,5.8893,2.4268,9.3754,-1.8715,9.913,8.3588,2.8912,9.5431,0.3373,-0.6831,-5.7033,0.4972,8.3497,-0.7279,-0.0872,0.5715,0.9941,0.8344,1.7394,1.46,0.8394,0.3266,0.9881,0.6962,3.0256,2.1317,0.7046,-0.0846,-0.1934,0.2433,2.2864,-2.8761,-1.2579,0,3.1757,0.72,0,0,0.2267,0.6576,0.9799,0.9626,1.4902,1.464,0.9824,0.1829,14.2551,0.2777,-0.1478,0.1714,-0.6458,-0.8667,0.5216,TASCA_GIACCA_BASSA
5.6718,23.1892,4.8155,19.9215,-0.4803,-5.1152,18.9218,4.3499,13.768,-53.4226,-2.9323,9.876,3.1426,12.3657,-3.6889,9.1744,34.75,5.8949,18.0555,0.0185,-1.1088,-1.9343,0.6182,1.7445,-0.5576,-0.3196,1.107,1.5323,0.8169,1.3842,0.7379,0.5331,1.2255,2.348,0.6673,1.9159,0.5445,0.2842,0.4783,0.6645,-19.0241,1.3892,-39.7747,-28.6309,53.1949,5.1028,0.7316,0.0959,0.0138,0.1434,1.4469,1.611,1.1034,1.1134,0.7625,0.6849,0.1704,14.5729,-0.7619,-0.2276,0.8808,0.1459,-0.9343,-0.344,TASCA_GIACCA_BASSA
-0.5755,29.0838,5.3929,24.9879,-1.026,-3.6165,9.8907,3.1449,10.518,-40.1132,-3.5493,24.032,4.9022,21.0075,-1.4461,7.9781,25.3644,5.0363,16.6189,0.0654,0.1591,0.1621,-0.0721,1.0189,-0.4533,-0.4449,1.7148,1.1001,1.0708,0.6415,0.6245,0.9734,2.9405,1.2102,1.1466,0.4116,0.3899,0.9475,1.2331,1.0189,-10.8737,0.8263,-8.8181,-10.6717,48.2104,1.4361,0.6936,0.0298,0.0144,0.483,2.3757,1.1895,1.5036,0.5007,0.6329,1.2641,0.102,12.3659,0.1268,-0.388,0.2485,0.0728,-0.6041,-0.7209,TASCA_GIACCA_BASSA
-0.0371,0.0023,0.0481,0.2051,-5.8186,-0.0703,0.0018,0.0421,0.1809,-19.0477,-0.044,0.003,0.0545,0.2835,-1.6092,0.1127,0.0026,0.0511,0.1993,0.0471,0.5279,0.8447,-0.3293,1.6,-0.6238,-0.3899,1.1417,0.8825,0.9416,0.773,0.8247,1.0669,1.3034,0.7789,0.8866,0.5975,0.6802,1.1383,1.0184,1.0008,-17.7787,0.9827,-17.4582,-17.7654,3.3337,0.2768,0.1438,0.083,0.0431,0.5195,1.1338,0.7233,1.0288,0.6379,0.9074,1.4224,0.0018,0.1695,0.1953,-0.487,-0.5532,0.0652,-0.7191,-0.1291,BORSA
