@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
1.033,19.0157,4.3607,31.1693,-0.3804,0.5891,10.1615,3.1877,14.3863,-0.7526,-1.1218,7.85,2.8018,19.6318,-0.8045,5.6792,7.4465,2.7288,23.7834,0.058,1.7536,-0.9209,0.1819,-0.5251,0.1037,-0.1975,1.368,1.5564,1.598,1.1377,1.1682,1.0267,1.8713,2.4224,2.5537,1.2945,1.3646,1.0542,1.3904,0.9814,-5.8668,0.7058,-4.2195,-5.978,2.7508,2.0754,0.8943,0.7545,0.3251,0.4309,2.1666,1.5877,1.3105,0.7328,0.6049,0.8254,0.0087,8.4014,-0.3509,0.1742,0.4773,-0.1463,-0.0487,0.0424,-0.0935,0.0111,0.1054,0.3721,-2.9449,-0.4308,0.0277,0.1664,0.6634,?,-0.549,0.066,0.2569,0.9684,?,0.217,0.1703,0.7847,0.6334,0.4102,0.6476,0.4012,0.1683,0.4194,0.4186,0.2868,0.6851,0,0,1,0.5608,0.3842,0.6851,0.0038,1.1014,0.3827,-0.7471,-0.4642,SINISTRA_PANTALONI
-0.0504,0.4857,0.6969,3.8141,-0.5238,-0.3432,0.8518,0.9229,3.8103,-1.2633,0.1733,0.1322,0.3636,1.7103,-0.5847,1.1655,0.2617,0.5116,2.5446,0.1094,0.1467,-0.2905,-0.0432,-1.9802,-0.2945,0.1487,0.7551,1.917,1.3623,2.5386,1.8041,0.7107,0.5702,3.6748,1.856,6.4445,3.2548,0.505,0.6165,2.0777,-4.1939,3.3701,-6.8028,-2.0186,1.4867,2.3192,0.876,1.5599,0.5892,0.3777,1.001,2.2301,1.4989,2.2278,1.4974,0.6721,0.0021,1.7226,0.5498,-0.3127,0.2672,-0.6291,0.0492,0.0781,0.6472,0.0001,0.0119,0.0383,0.9425,0.3767,0.0004,0.02,0.0588,0.8567,0.6491,0,0.0041,0.0156,0.9762,1.7181,0.9971,0.5803,0.595,2.8928,4.8622,0.354,8.3684,23.6411,1.7857,0.9807,0.5492,1.6232,1.0158,0.6258,0.6515,2.4559,3.7694,0.0054,1.6729,-0.9547,-0.3519,0.0895,SINISTRA_PANTALONI
-0.0289,1.8484,1.3596,5.5315,-1.1102,-0.3619,0.9465,0.9729,4.308,-0.9459,-0.1899,0.4696,0.6852,3.1199,-2.5794,1.6791,0.613,0.7829,3.493,0.0472,0.0797,0.1519,-0.0172,1.9056,-0.2155,-0.1131,1.3975,1.9841,1.7365,1.4198,1.2426,0.8752,1.9529,3.9365,3.0155,2.0157,1.5441,0.766,1.3897,1.2944,-16.8275,0.9314,-12.1088,-13.0002,1.184,3.0073,0.715,2.5399,0.6039,0.2378,1.284,1.773,1.5836,1.3808,1.2333,0.8932,0.0022,2.5339,0.1152,0.0361,-0.5407,-0.7671,0.2056,-0.2931,-0.0526,0.0128,0.1133,0.3746,-0.904,-0.7249,0.0005,0.0223,0.7579,?,-0.4802,0.0073,0.0857,0.5625,?,0.0726,0.1096,1.5096,5.0765,1.3228,0.2606,25.7705,1.7497,0.0679,0.2347,0.3162,1.3474,0,0,1,0.4943,0.666,1.3474,0.0047,1.317,-0.6638,0.9438,-0.7684,SINISTRA_PANTALONI
0.0242,0.039,0.1974,1.9533,-0.394,-0.0097,0.015,0.1226,1.041,-1.4955,0.0453,0.0224,0.1496,0.8379,-0.7508,0.234,0.0243,0.156,1.5436,0.0186,-2.5041,0.5343,0.1034,-0.2134,-0.0413,0.1935,1.6096,1.3193,1.2651,0.8196,0.786,0.9589,2.5908,1.7406,1.6004,0.6718,0.6177,0.9195,0.885,1.5365,-18.8348,1.7362,-21.283,-12.258,3.3591,2.9278,0.8908,0.8716,0.2652,0.3043,1.8764,2.3312,1.2654,1.2424,0.6744,0.5428,0.0003,0.3531,-0.3365,0.0264,0.2483,0.0195,0.0818,0.351,-0.1588,0,0.0026,0.1681,?,-0.7565,0,0.0016,0.7617,?,-0.4698,0.0001,0.008,0.4794,?,0.21,0.3381,1.6101,1.6218,0.3207,0.1977,2.6303,0.1029,0.0391,0.2207,0.3506,1.5886,1,1,1,0.2207,0.3506,1.5886,0.0046,1.3852,0.2724,0.5651,0.4105,SINISTRA_PANTALONI
0.0454,0.4806,0.6933,4.2053,-0.7003,-0.1215,0.1649,0.4061,1.9325,-1.0708,0.0078,0.3175,0.5635,2.2924,-1.138,0.8963,0.1766,0.4202,2.4748,0.0362,-0.3734,5.7801,0.0506,-15.4793,-0.1356,0.0088,1.7073,1.2304,1.6499,0.7206,0.9664,1.341,2.9149,1.5138,2.7222,0.5193,0.9339,1.7983,1.7332,1.4195,-18.6525,0.819,-10.7617,-13.1404,2.6502,2.3066,0.9632,0.8703,0.3634,0.4176,2.1761,1.8344,1.6992,0.843,0.7809,0.9263,0.0007,1.3343,-0.1212,-0.0278,-0.0042,0.2264,0.0997,-0.296,-0.0235,0.0108,0.104,0.4046,-3.7267,-0.7551,0.0002,0.013,0.776,?,-0.3541,0.0014,0.0371,0.4826,?,0.0312,0.0665,2.1325,8.0257,2.8004,0.3489,64.4119,7.8421,0.1217,0.4111,0.661,1.6078,0,0,1,0.5214,0.8384,1.6078,0.0045,1.183,-0.1244,0.9412,-0.4142,SINISTRA_PANTALONI
0.0499,0.0178,0.1333,1.2634,-0.1589,-0.0387,0.0469,0.2166,2.1413,-0.199,0.0322,0.0049,0.0702,0.4779,-0.4188,0.1613,0.0486,0.2204,2.0551,0.0089,-1.2875,1.5483,0.309,-1.2026,-0.24,0.1996,0.6154,1.8995,0.6047,3.0866,0.9826,0.3183,0.3787,3.608,0.3656,9.527,0.9654,0.1013,0.4875,1.2282,-9.369,2.5192,-19.218,-7.6285,0.6104,3.2364,0.5257,5.3021,0.8613,0.1624,0.59,2.6436,0.6147,4.4807,1.0419,0.2325,0.0004,0.2441,0.7166,0.3898,0.8422,0.1983,0.8053,0.3363,0.3959,0,0.0049,0.0145,0.964,-0.6303,0,0.0069,0.6394,?,0.1091,0.0002,0.015,0.0477,0.6327,-0.6281,3.6291,-5.7779,0.705,0.3237,0.4592,0.497,0.1048,0.2108,-0.609,4.7407,-7.7839,0,3.1117,0,0.0228,0.3051,13.4105,0.004,1.1352,0.9956,0.9769,0.9831,SINISTRA_PANTALONI
1.2363,6.8757,2.6222,15.9966,-0.2452,-0.4592,3.3163,1.8211,8.2052,-0.9956,-0.4355,1.6497,1.2844,11.8883,-0.7293,2.8046,5.9048,2.43,12.8936,0.0025,-2.6922,-2.839,0.4408,1.0545,-0.1637,-0.1553,1.4399,2.0416,1.0791,1.4178,0.7494,0.5286,2.0733,4.1679,1.1644,2.0103,0.5616,0.2794,0.7695,0.6283,-96.6065,0.8165,-125.5449,-153.7624,3.1245,1.8687,0.9938,0.5981,0.3181,0.5318,1.9496,1.3456,1.2407,0.6902,0.6364,0.922,0.0075,4.0262,0.1066,0.0894,0.7339,0.1803,-0.2361,0.026,0.186,0.0095,0.0977,0.438,0.2198,-0.0192,0.0141,0.1189,0.3269,-4.0029,0.3761,0.0421,0.2052,0.5951,0.2824,-9.7028,0.4945,-0.051,0.8213,0.476,0.5795,0.6746,0.2266,0.3359,-0.4718,0.5268,-1.1166,8.5927,0.677,0.0788,1.3401,0.7361,0.5493,0.0023,0.6606,-0.6076,0.7886,-0.9448,SINISTRA_PANTALONI
0.9422,13.7319,3.7057,22.0206,-0.698,0.0319,6.8641,2.6199,11.9658,-1.1443,-1.1482,9.6665,3.1091,20.0825,-0.5605,4.9614,7.8545,2.8026,14.5851,0.0307,29.5521,-0.8206,0.1899,-0.0278,0.0064,-0.2314,1.4144,1.1919,1.3222,0.8427,0.9348,1.1094,2.0005,1.4206,1.7483,0.7101,0.8739,1.2307,1.4176,1.255,-19.6228,0.8853,-13.8425,-15.6358,2.324,1.0077,0.8619,0.4336,0.3709,0.8553,1.8403,1.0965,1.5098,0.5958,0.8204,1.3769,0.0081,7.5095,-0.1633,-0.136,0.4714,-0.4293,-0.2876,-0.0352,-0.1448,0.1505,0.3879,1.1972,-0.9561,0.0613,0.0733,0.2708,0.8803,-0.7339,-0.0457,0.6779,0.8233,1.9461,-1.0005,-2.363,3.1687,-1.3409,1.4326,0.4712,0.3289,2.0524,0.222,0.1082,1.5705,0.6012,0.3828,1.2055,0.6291,0.5219,1.36,0.6152,0.4523,0.0009,1.4132,0.9266,0.7885,0.8836,SINISTRA_PANTALONI
0.7583,4.9034,2.2144,15.0267,-0.2465,-1.0243,5.8038,2.4091,10.9923,-1.3414,-0.3144,0.9113,0.9546,5.284,-1.5395,2.6863,6.1253,2.4749,12.5236,0.0032,-0.7404,-2.4119,0.2823,3.2577,-0.3813,-0.117,0.9192,2.3196,0.8947,2.5236,0.9734,0.3857,0.8449,5.3808,0.8005,6.3688,0.9475,0.1488,0.4719,0.9278,-74.6012,1.966,-158.0844,-80.4093,2.5677,5.7935,0.9595,2.2563,0.3737,0.1656,1.367,2.8438,1.1999,2.0803,0.8777,0.4219,0.0068,4.0074,-0.2765,-0.219,0.6781,0.2767,-0.6116,-0.2746,0.1421,0.0062,0.0787,0.2784,-0.2995,-0.1531,0.0159,0.1261,0.3992,?,-0.1573,0.1308,0.3616,1.1293,-0.511,-0.9283,-0.9031,0.9728,0.6246,0.2177,0.3486,0.3901,0.0474,0.1215,0.1608,0.168,1.0452,0,0.2866,0,0.6975,0.2465,0.3535,0.0014,0.6766,0.8853,-0.8956,-0.9383,SINISTRA_PANTALONI
0.76,26.8772,5.1843,34.8226,-0.9003,0.5969,13.753,3.7085,17.5348,-0.4106,-1.2321,7.3636,2.7136,13.8608,-0.9346,6.3607,9.9868,3.1602,18.5158,0.0635,1.2732,-0.6168,0.1195,-0.4845,0.0938,-0.1937,1.398,1.9105,1.6405,1.3666,1.1735,0.8587,1.9543,3.65,2.6913,1.8677,1.3771,0.7373,3.232,2.4637,-13.1501,0.7623,-4.0687,-5.3375,1.4742,2.5577,0.9269,1.735,0.6287,0.3624,1.9859,2.5123,1.8807,1.2651,0.947,0.7486,0.0084,9.3337,-0.1182,0.2727,0.0687,-0.0387,0.2751,0.2182,0.2336,0.0194,0.1395,0.583,-0.1033,-0.4565,0.0334,0.1828,0.6969,?,-0.0202,0.0567,0.2381,0.737,-0.8672,-0.5117,-11.5692,22.6091,0.7627,0.5856,0.7678,0.5817,0.3429,0.5895,0.0783,0.1595,2.0362,0,1.3388,0,0.8365,0.7911,0.9457,0.0028,0.9108,-0.4625,-0.5601,-0.2219,SINISTRA_PANTALONI
0.5013,1.2374,1.1124,6.3118,-0.6928,0.258,2.8002,1.6734,8.6656,-0.7415,-0.2043,2.1027,1.4501,7.3037,-1.1238,2.2758,1.3207,1.1492,5.4733,0.0924,1.943,-2.4542,0.2203,-1.2631,0.1134,-0.0898,0.6648,0.7671,0.9679,1.154,1.4561,1.2618,0.4419,0.5885,0.9369,1.3317,2.1202,1.5921,0.7002,0.6684,-4.6337,0.9547,-6.6182,-6.9324,0.7493,1.0842,0.6182,1.447,0.8251,0.5702,0.7284,0.8642,1.1532,1.1865,1.5832,1.3344,0.0033,3.4045,0.7737,-0.0996,0.3711,-0.0976,0.3082,-0.3212,0.0164,0.0043,0.0655,0.2079,-1.0801,-0.0736,0.009,0.095,0.2782,-1.1221,-0.5705,0.6265,0.7915,1.9726,-1,-0.2233,-0.0288,0.1291,0.6887,0.0827,0.1201,0.4744,0.0068,0.0144,0.7341,0.1095,0.1491,0.7626,0.1014,0.1329,0.7475,0.1054,0.141,0.0031,1.1542,-0.9247,-0.9554,0.9746,SINISTRA_PANTALONI
0.9832,14.6195,3.8235,23.1022,-0.9416,0.3824,13.0667,3.6148,19.4499,-2.0111,-1.3579,38.9433,6.2405,36.6909,-0.8198,4.753,46.9957,6.8553,22.0039,0.0018,2.5712,-0.7241,0.2069,-0.2816,0.0805,-0.2857,1.0578,0.6127,0.5577,0.5792,0.5273,0.9103,1.1188,0.3754,0.3111,0.3355,0.278,0.8287,0.8625,0.6778,-278.0782,0.7859,-322.4247,-410.2402,1.842,0.5901,0.5398,0.3204,0.293,0.9146,1.1878,0.6296,1.0499,0.5301,0.8839,1.6675,0.0092,7.5609,-0.3761,-0.9536,0.4024,0.4379,-0.1541,-0.309,0.2903,0.0432,0.2079,0.4952,0.2129,0.1907,0.0233,0.1528,0.3688,0.1478,0.439,0.0191,0.1384,0.3302,0.502,1.522,0.6612,0.4344,1.361,1.503,1.1043,1.8524,2.2589,1.2194,2.0929,0.4022,0.1922,1.4536,0.9487,0.6527,1.3427,1.4997,1.1169,0.003,0.92,0.9893,0.9977,0.9931,SINISTRA_PANTALONI
0.1776,0.7432,0.8621,4.9696,-0.433,-0.166,0.245,0.495,2.2293,-0.8849,0.0883,0.118,0.3435,1.7558,-1.3076,0.8975,0.3677,0.6064,3.5789,0.0233,-1.0704,2.0121,0.1979,-1.8797,-0.1849,0.0984,1.7416,2.5096,1.4218,1.441,0.8164,0.5665,3.0333,6.2981,2.0215,2.0763,0.6664,0.321,1.4348,1.5092,-17.5943,1.0519,-12.2629,-11.6579,2.9322,4.5579,0.9465,1.5544,0.3228,0.2077,2.2292,2.8303,1.3886,1.2697,0.6229,0.4906,0.0015,1.2843,0.2681,0.1099,0.5805,0.0511,0.4456,0.0123,-0.1823,0.0003,0.018,0.2226,?,-0.6879,0.0002,0.0124,0.7092,?,-0.4865,0.0001,0.0078,0.4995,?,0.265,0.3747,1.4139,1.4526,2.3193,1.5967,2.11,5.379,2.5493,0.3138,0.4456,1.4199,1,1,1,0.3138,0.4456,1.4199,0.0048,1.3567,-0.9731,0.5778,-0.6969,SINISTRA_PANTALONI
0.0935,0.0156,0.1247,0.8414,-0.6053,-0.1435,0.0393,0.1981,1.7398,-0.7682,0.0259,0.007,0.0839,0.4619,-0.6381,0.2405,0.034,0.1844,1.0051,0.006,-0.6515,3.6127,0.3887,-5.5457,-0.5966,0.1076,0.6294,1.4864,0.6763,2.3616,1.0746,0.455,0.3961,2.2093,0.4574,5.577,1.1547,0.2071,0.4197,1.7631,-52.5072,4.2007,-125.0994,-29.7806,0.5327,1.8587,0.5183,3.4894,0.9731,0.2789,0.4836,1.8215,0.8371,3.7665,1.731,0.4596,0.0009,0.3592,-0.533,-0.0462,0.7195,-0.0356,-0.5546,0.1296,-0.1416,0,0.0059,0.1525,?,-0.7307,0,0.0007,0.7318,?,-0.4875,0.0001,0.0116,0.512,?,0.1938,0.2904,1.4988,8.8916,0.5123,0.0576,79.0606,0.2625,0.0033,0.2084,0.2979,1.4292,1,1,1,0.2084,0.2979,1.4292,0.0047,1.3599,0.6426,-0.9716,-0.7854,SINISTRA_PANTALONI
0.0921,1.5771,1.2558,6.352,-0.5373,0.1783,1.2612,1.123,5.5332,-0.3124,0.1386,0.5999,0.7745,4.2943,-1.3463,1.4889,1.2808,1.1317,4.3082,0.0536,0.5166,0.6649,0.0619,1.2872,0.1198,0.0931,1.1183,1.6215,1.1097,1.45,0.9923,0.6844,1.2505,2.6292,1.2314,2.1024,0.9847,0.4684,1.6854,0.901,-9.0963,0.5346,-5.3972,-10.0961,0.9801,2.2576,0.9077,2.3035,0.9261,0.4021,1.148,1.4792,1.4744,1.2885,1.2843,0.9968,0.0013,2.2136,0.2904,0.1311,0.5157,-0.056,0.7327,0.0187,0.3357,0.2552,0.5052,1.2482,-0.8259,0.15,0.1139,0.3375,0.8753,-1.0219,0.3552,0.3599,0.5999,1.4317,-0.9843,2.2382,0.945,0.4222,1.497,0.8421,0.5625,2.2412,0.7091,0.3164,1.2762,0.7949,0.6229,1.579,0.9474,0.6,1.4259,0.8718,0.6114,0.0027,1.6633,0.9676,0.9961,0.9854,SINISTRA_PANTALONI
-0.0321,0.7758,0.8808,3.2544,-1.2572,0.2718,1.3473,1.1607,4.693,-0.7437,-0.0169,0.1715,0.4141,1.7127,-1.3229,1.3717,0.4882,0.6987,2.8927,0.0615,-0.118,1.8944,-0.0234,-16.0592,0.1981,-0.0123,0.7588,2.1269,1.2606,2.8029,1.6613,0.5927,0.5758,4.5238,1.5892,7.8561,2.7599,0.3513,0.9055,1.8584,-9.5624,2.0522,-10.5598,-5.1456,0.5357,1.9555,0.4678,3.6503,0.8732,0.2392,0.6935,1.9002,1.125,2.7402,1.6224,0.5921,0.0014,2.0159,0.1526,0.1421,-0.1072,-0.335,0.2964,-0.0711,-0.1115,0.0012,0.0347,0.1586,?,-0.6763,0.0001,0.0108,0.6953,?,-0.4578,0.0003,0.0162,0.4814,?,0.1649,0.2437,1.4774,3.2273,2.1453,0.6647,10.4152,4.6023,0.4419,0.2281,0.3294,1.4441,1,1,1,0.2281,0.3294,1.4441,0.0043,1.2457,-0.8747,0.7023,-0.8888,SINISTRA_PANTALONI
0.9709,4.473,2.1149,15.6295,-0.1877,-0.3599,2.929,1.7114,9.4589,-1.0072,-0.2725,1.7559,1.3251,9.3895,-1.955,2.5141,3.9833,1.9958,12.9258,0.0188,-2.6979,-3.5633,0.3862,1.3208,-0.1431,-0.1084,1.2358,1.5961,1.0597,1.2916,0.8575,0.6639,1.5271,2.5474,1.1229,1.6682,0.7353,0.4408,0.5203,0.3975,-9.9503,0.7641,-19.125,-25.0302,2.7926,4.1417,0.9989,1.4831,0.3577,0.2412,1.6524,1.6646,1.2092,1.0074,0.7318,0.7264,0.0058,3.6651,0.2984,0.0471,0.6833,-0.0766,-0.0033,-0.075,0.0161,0.0082,0.0903,0.2778,-1.2962,-0.1515,0.0044,0.0665,0.5488,?,-0.8291,0.0172,0.1313,0.9314,?,-0.1063,-0.0194,0.1827,1.3579,0.6881,0.5067,1.844,0.4735,0.2568,0.2858,0.1684,0.5892,0,0,1,0.5062,0.2983,0.5892,0.0045,1.0633,0.5922,-0.6051,-0.8504,SINISTRA_PANTALONI
0.2973,5.0259,2.2419,15.4943,-0.6064,-0.5085,5.2561,2.2926,11.9676,-1.451,-0.3983,8.8529,2.9754,22.9167,-0.9622,3.8341,4.9399,2.2226,15.0581,0.0319,-0.5847,-0.7463,0.0775,1.2765,-0.1326,-0.1039,0.9779,0.7535,1.0087,0.7705,1.0315,1.3387,0.9562,0.5677,1.0174,0.5937,1.064,1.7921,0.8256,0.5205,-11.7887,0.6305,-14.2797,-22.6492,1.9754,0.8259,0.6201,0.4181,0.3139,0.7509,1.2947,0.6761,1.029,0.5222,0.7948,1.5219,0.0038,5.6746,0.1857,0.2553,0.0236,-0.1026,-0.3259,-0.0686,0.0256,0.0062,0.0785,0.2771,-1.261,0.1026,0.0058,0.0763,0.4496,-1.4753,0.4805,0.5737,0.7574,1.9817,-1.0012,0.2498,0.0533,0.2135,1.0284,0.1036,0.1007,1.0577,0.0107,0.0101,0.5768,0.1559,0.2703,0.6748,0.1238,0.1834,0.6164,0.1398,0.2269,0.0026,1.0908,0.7427,0.9522,0.8403,SINISTRA_PANTALONI
