@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
1.3616,13.0685,3.615,19.206,-0.3442,-1.8018,16.072,4.009,19.0968,-1.449,-0.4317,18.4434,4.2946,19.4485,-1.0907,6.3112,13.0391,3.611,17.8411,0.0664,-0.7557,-3.1541,0.2157,4.1739,-0.2855,-0.0684,0.9017,0.8418,1.0011,0.9335,1.1102,1.1893,0.8131,0.7086,1.0023,0.8714,1.2326,1.4145,0.4353,0.4847,-3.8735,1.1137,-8.8994,-7.9912,1.8323,1.5359,0.7476,0.8382,0.408,0.4868,1.0057,0.9875,1.0765,0.9819,1.0704,1.0901,0.012,9.6494,-0.5219,0.3006,0.7595,0.1271,-0.5845,0.1147,0.2231,0.0527,0.2295,0.7231,-0.8399,-0.2313,0.0385,0.1962,0.616,?,-0.0946,0.0204,0.143,0.5638,-0.5646,-0.9644,-2.3595,2.4465,1.1694,1.6051,1.3726,1.3675,2.5763,1.8839,0.5359,1.6226,3.028,0,1.0908,0,1.1739,1.2827,1.0927,0.0018,0.7041,0.8154,-0.9723,-0.7582,DESTRA_PANTALONI
1.4548,8.2508,2.8724,15.3875,-0.3204,-1.0216,6.4507,2.5398,15.8579,-1.2868,-0.2414,9.8891,3.1447,18.1085,-0.9196,4.5458,7.1443,2.6729,11.4966,0.0494,-1.4241,-6.0278,0.32,4.2327,-0.2247,-0.0531,1.1309,0.9134,1.0747,0.8077,0.9502,1.1765,1.279,0.8343,1.1549,0.6523,0.9029,1.3842,0.4184,0.4304,-6.2469,1.0287,-14.9307,-14.5148,1.6806,1.2354,0.9636,0.7351,0.5734,0.78,0.9703,0.8497,1.3384,0.8757,1.3794,1.5751,0.0093,6.6602,-0.1279,0.1198,0.6981,0.5437,-0.1627,0.154,0.2918,0.0218,0.1478,0.4731,-0.1859,-0.1757,0.0313,0.1768,0.6486,?,-0.1399,0.0025,0.0496,0.2474,-7.0575,-1.6607,-2.0862,1.2563,0.8359,2.9821,3.5676,0.6987,8.8931,12.7277,0.1144,0.3423,2.9927,0,12.9928,0,0.7295,1.9123,2.6213,0.0019,0.62,0.9928,-0.489,-0.5128,DESTRA_PANTALONI
1.1159,4.7239,2.1734,13.1633,-0.6116,-0.7092,4.7071,2.1696,10.4647,-1.071,-0.0712,7.4104,2.7222,14.0047,-0.4224,3.8256,3.9599,1.9899,10.1836,0.079,-1.5734,-15.6728,0.2917,9.961,-0.1854,-0.0186,1.0018,0.7984,1.0922,0.797,1.0903,1.368,1.0036,0.6375,1.1929,0.6352,1.1887,1.8714,0.9231,1.2012,-5.7182,1.3013,-6.1947,-4.7604,1.6164,0.8296,0.7387,0.5132,0.457,0.8905,1.2579,0.9399,1.2926,0.7472,1.0276,1.3752,0.007,5.6902,-0.1958,0.089,0.528,0.4602,-0.0063,0.4645,0.2101,0.0133,0.1154,0.403,0.2429,0.2254,0.0299,0.1729,0.6743,-0.9537,0.8411,0.0007,0.0271,0.1108,0.8723,0.9322,0.2499,0.268,0.6674,4.2654,6.3912,0.4454,18.1936,40.8473,-0.3928,0.1708,-0.4349,1.5424,0.6135,0.3978,0.5977,3.6363,6.0839,0.0047,1.3255,-0.9609,-0.9073,0.9281,DESTRA_PANTALONI
1.1478,6.8519,2.6176,14.6575,-0.4077,-0.3413,8.3783,2.8945,15.2148,-1.6881,-0.0032,12.3729,3.5175,17.1208,-0.9452,4.8542,5.4741,2.3397,10.8202,0.0595,-3.3633,-359.6289,0.2365,106.9268,-0.0703,-0.0007,0.9043,0.7442,1.1188,0.8229,1.2372,1.5034,0.8178,0.5538,1.2517,0.6772,1.5306,2.2603,0.4443,0.5103,-6.2036,1.1485,-13.9623,-12.1569,1.8396,1.183,0.9051,0.6431,0.492,0.765,0.9634,0.8561,1.3546,0.8887,1.4062,1.5823,0.0063,7.2676,0.107,-0.1703,0.4417,0.4548,0.0853,0.1802,0.2456,0.0135,0.1161,0.4554,0.2385,0.2562,0.0204,0.1428,0.5376,-0.4892,0.7758,0.0006,0.0243,0.0729,0.91,0.9587,0.3166,0.3302,0.8128,4.7704,5.8689,0.6607,22.7566,34.4434,-0.8077,0.1935,-0.2396,1.6566,0.7385,0.4458,0.8471,6.2474,7.3746,0.0045,1.3034,-0.9556,-0.2019,0.1745,DESTRA_PANTALONI
-0.2925,8.1214,2.8498,13.2751,-1.1852,0.262,5.2618,2.2939,17.5496,-0.4714,-0.5391,23.4525,4.8428,27.5129,-1.258,5.3172,9.0078,3.0013,15.6838,0.0189,-1.1167,0.5427,-0.055,-0.4859,0.0493,-0.1014,1.2424,0.5885,0.9495,0.4737,0.7643,1.6136,1.5435,0.3463,0.9016,0.2244,0.5841,2.6036,1.2807,0.4697,-23.821,0.3668,-18.6005,-50.7119,0.5093,0.4986,0.38,0.9789,0.7461,0.7622,0.7564,0.4825,0.8464,0.6379,1.119,1.7542,0.0036,7.6547,-0.2099,0.3535,-0.2264,-0.2852,0.0553,-0.1551,0.2348,0.019,0.1379,0.478,-0.023,0.0337,0.0172,0.1312,0.5891,-0.3745,-0.4603,0.0045,0.067,0.5837,?,6.9582,-0.5101,-0.0733,1.0513,2.0602,1.9598,1.1051,4.2446,3.8408,0.0669,0.0184,0.275,1.0903,0,0,0.8114,0.8189,1.0092,0.0028,0.8028,0.3304,-0.1575,0.7419,DESTRA_PANTALONI
0.5357,16.3277,4.0408,35.2631,-0.2283,0.0326,10.5964,3.2552,29.6684,-0.2954,0.0886,21.299,4.6151,27.8019,-0.7958,5.1638,21.8541,4.6748,36.0225,0.0206,16.4502,6.0452,0.1037,0.3675,0.0063,0.0172,1.2413,0.8756,0.8644,0.7053,0.6963,0.9872,1.5409,0.7666,0.7471,0.4975,0.4849,0.9746,0.9686,0.5319,-8.6446,0.5492,-8.9249,-16.2521,1.2536,1.8545,0.7806,1.4794,0.6227,0.4209,1.1886,1.2684,0.9789,1.0671,0.8236,0.7718,0.0028,7.7205,0.6449,0.0271,0.7651,-0.2416,0.6219,-0.0244,0.0407,0.0089,0.0945,0.3434,-1.6846,-0.1264,0.0175,0.1324,0.6425,-8.0329,-0.7226,0.0005,0.0225,0.7519,?,-0.3222,-0.0563,0.1749,0.714,4.2074,5.8927,0.5098,17.7025,34.7244,0.3772,0.2866,0.7599,1.7984,0,0,0.5345,0.4567,0.8545,0.0038,0.9478,0.8388,-0.3813,-0.438,DESTRA_PANTALONI
-0.1406,18.5221,4.3037,27.4349,-2.8032,-0.981,9.37,3.061,22.0666,-0.9534,-1.1226,6.8086,2.6093,15.291,-1.3374,5.158,10.3384,3.2153,20.4555,0.0443,0.1433,0.1252,-0.0273,0.8738,-0.1902,-0.2177,1.406,1.6494,1.3385,1.1731,0.952,0.8115,1.9767,2.7204,1.7916,1.3762,0.9063,0.6586,1.8775,2.3112,-21.3057,1.231,-11.3477,-9.2183,0.6386,1.1027,0.337,1.7268,0.5278,0.3056,1.2433,1.7942,1.3412,1.4431,1.0788,0.7475,0.0078,7.627,-0.1814,0.0907,-0.4715,0.0958,-0.1668,-0.2779,-0.5201,0.0553,0.2352,0.7991,?,-0.6358,0.011,0.1051,0.8149,?,-0.2474,0.01,0.0998,0.4098,?,0.818,2.1022,2.5699,2.2382,2.356,1.0526,5.0097,5.5507,1.108,0.9805,1.9501,1.9888,1,1,1,0.9805,1.9501,1.9888,0.0045,1.4033,-0.6923,-0.7833,0.3863,DESTRA_PANTALONI
1.0537,6.617,2.5724,11.9377,-0.5608,-0.9996,4.9687,2.2291,13.626,-5.8605,-0.3226,8.427,2.9029,12.9552,-1.4416,4.1119,5.3189,2.3063,12.1317,0.0337,-1.0542,-3.2661,0.2563,3.0982,-0.2431,-0.0785,1.154,0.8861,1.1154,0.7679,0.9665,1.2587,1.3317,0.7852,1.2441,0.5896,0.9342,1.5844,0.3685,0.5608,-10.1407,1.5217,-27.5188,-18.084,3.8509,1.4415,0.6092,0.3743,0.1582,0.4226,0.8761,0.9215,0.984,1.0518,1.1232,1.0679,0.0077,5.9993,-0.6091,0.1733,0.6029,0.1476,-0.724,-0.1288,-0.0605,0.0269,0.1642,0.6965,-12.6067,-0.2076,0.0008,0.0281,0.2711,?,-0.887,0.0071,0.084,0.9313,?,0.2915,0.0682,0.234,5.8408,1.9534,0.3344,34.1149,3.8157,0.1118,2.38,0.6929,0.2911,0,0,1,2.5688,0.7479,0.2911,0.0047,1.1821,-0.1338,-0.9554,0.3109,DESTRA_PANTALONI
1.2917,4.7033,2.1687,6.9227,-0.0613,-0.5163,0.7846,0.8858,4.0414,-3.9462,-0.6793,1.3105,1.1448,4.6034,-3.2814,1.9378,5.4398,2.3323,6.7403,0.0046,-2.5016,-1.9016,0.6666,0.7602,-0.2665,-0.3505,2.4484,1.8944,0.9298,0.7738,0.3798,0.4908,5.9945,3.5889,0.8646,0.5987,0.1442,0.2409,0.1241,0.1134,-12.7799,0.9139,-103.0042,-112.7109,7.9829,6.0664,0.9632,0.7599,0.1207,0.1588,1.7129,1.5038,1.0271,0.8779,0.5996,0.683,0.0088,2.9061,-0.7401,-0.5595,0.9645,0.7358,-0.8466,-0.7084,0.2446,0.0279,0.1669,0.5027,0.2289,0.0781,0.0134,0.1156,0.3826,-1.6481,0.7598,0.0006,0.0251,0.0784,0.8992,3.1333,0.322,0.1028,1.4439,6.6481,4.6044,2.0847,44.1978,21.2005,-0.6266,0.2133,-0.3405,4.5116,0.8381,0.1858,1.3137,6.4082,4.8778,0.0046,1.1387,-0.9966,-0.9846,0.9697,DESTRA_PANTALONI
1.3084,8.6716,2.9448,11.9767,-0.1891,-0.6111,1.6331,1.2779,5.2481,-2.639,-0.426,2.3634,1.5373,7.8726,-1.5696,2.8899,6.5832,2.5658,10.0102,0.0479,-2.1411,-3.0716,0.4528,1.4346,-0.2115,-0.1474,2.3044,1.9155,1.1477,0.8313,0.4981,0.5992,5.31,3.6691,1.3172,0.691,0.2481,0.359,0.5004,0.396,-3.7784,0.7914,-7.5508,-9.5406,6.984,3.2876,0.958,0.4707,0.1372,0.2914,2.2821,1.5213,1.1964,0.6666,0.5243,0.7865,0.0087,4.2184,-0.7253,0.029,0.941,0.2012,-0.7107,0.0326,0.1983,0.0021,0.0456,0.2423,-0.0557,-0.0578,0.0434,0.2083,0.709,-7.3862,0.1771,0.0293,0.1711,0.5757,-0.1305,-3.4306,1.1198,-0.3264,0.2188,0.2664,1.2174,0.0479,0.071,1.4821,0.0205,0.1925,9.3987,2.715,0.4507,0.166,0.3418,0.4209,1.2315,0.0016,0.5159,0.8117,0.0847,0.397,DESTRA_PANTALONI
0.9655,2.1254,1.4579,6.3433,-0.2636,-0.1232,0.4674,0.6837,3.1525,-1.2505,-0.7092,6.4428,2.5383,11.4678,-0.8168,2.9153,1.987,1.4096,5.9552,0.0756,-7.8364,-1.3613,0.3312,0.1737,-0.0423,-0.2433,2.1325,0.5744,1.0342,0.2693,0.485,1.8007,4.5474,0.3299,1.0697,0.0725,0.2352,3.2425,0.7555,0.2567,-2.7155,0.3398,-3.5945,-10.5798,3.5836,0.7953,0.7792,0.2219,0.2174,0.9797,2.0122,0.5531,1.0652,0.2749,0.5294,1.9257,0.0069,4.1578,-0.0472,-0.0123,0.5854,0.168,-0.0683,-0.0357,0.0984,0.0554,0.2355,1.228,-1.086,0.0949,0.0022,0.0472,0.1816,-0.2424,0.8164,0.1724,0.4152,1.7652,-0.843,1.037,0.1205,0.1162,4.9845,0.5671,0.1138,24.8451,0.3216,0.0129,18.0389,0.7918,0.0439,4.0272,0.6146,0.1526,6.7614,0.6957,0.1029,0.0047,1.19,0.1645,0.7554,0.7238,DESTRA_PANTALONI
1.2577,3.9675,1.9919,7.0629,-0.1309,-0.4057,2.0049,1.416,6.4513,-1.1897,-0.7076,7.0134,2.6483,12.0333,-1.8669,3.38,3.8087,1.9516,7.1991,0.1075,-3.1002,-1.7775,0.3721,0.5734,-0.12,-0.2093,1.4067,0.7521,1.0206,0.5347,0.7255,1.357,1.9789,0.5657,1.0417,0.2859,0.5264,1.8414,0.2332,0.1043,-0.9424,0.4473,-4.0408,-9.0335,2.1198,1.488,0.7742,0.7019,0.3652,0.5203,1.0948,0.5869,0.9811,0.5361,0.8961,1.6715,0.0086,4.9286,0.1537,-0.3845,0.8429,0.0585,-0.123,-0.6155,0.1077,0.0007,0.0267,0.1516,0.1112,-0.1489,0.0459,0.2142,0.734,?,-0.0329,0.0039,0.0624,0.2451,-1.3009,-0.7234,-3.2714,4.5221,0.1248,0.428,3.4307,0.0156,0.1832,11.7696,-0.0259,-0.137,5.2977,0,1.6021,0,0.2066,0.6188,2.9953,0.0011,0.3136,0.376,0.2646,-0.0922,DESTRA_PANTALONI
0.999,1.7484,1.3223,4.5686,-0.0996,0.1687,0.5118,0.7154,3.9134,-1.2275,-1.233,3.9008,1.975,7.4142,-5.571,2.1062,4.2716,2.0668,6.6146,0.007,5.9206,-0.8102,0.4743,-0.1368,0.0801,-0.5854,1.8482,0.6695,0.6398,0.3622,0.3462,0.9556,3.4159,0.4482,0.4093,0.1312,0.1198,0.9132,0.192,0.0659,-8.8196,0.3431,-45.9434,-133.9166,2.3647,3.6821,0.6237,1.5571,0.2637,0.1694,1.1674,0.6162,0.6907,0.5278,0.5916,1.1209,0.0092,3.069,0.5127,-0.6069,0.7665,-0.0182,0.107,-0.9419,0.0047,0.0148,0.1218,0.3851,-3.8296,-0.2557,0.0525,0.2292,0.8031,?,-0.6892,0.0089,0.0944,0.7383,?,-0.0185,-0.0069,0.3711,0.5315,1.2907,2.4285,0.2825,1.666,5.8979,0.3803,0.4136,1.0877,0,0,1,0.4796,0.5217,1.0877,0.0042,1.0452,0.9929,-0.9391,-0.917,DESTRA_PANTALONI
0.0225,0.0191,0.1383,0.8069,-1.3148,0.0463,0.0218,0.1478,0.7871,-0.7217,-0.0063,0.016,0.1267,0.6471,-1.122,0.2258,0.0087,0.0933,0.4832,0.0792,0.4862,-3.573,0.0997,-7.3491,0.205,-0.0279,0.9354,1.0914,1.4825,1.1668,1.5849,1.3583,0.8749,1.1912,2.1977,1.3614,2.5118,1.845,1.3891,1.3395,-11.0252,0.9643,-7.9369,-8.2306,0.7626,1.1431,0.6643,1.499,0.8712,0.5812,1.0252,1.247,1.6701,1.2163,1.629,1.3393,0.0003,0.34,0.3149,-0.0989,-0.0071,-0.0066,0.1903,-0.1604,0.5843,0,0.0029,0.0093,0.9842,-0.1321,0.0002,0.0123,0.1511,?,-0.7493,0,0.0019,0.7541,?,-4.4246,-0.7797,0.1762,0.2352,1.508,6.4103,0.0553,2.274,41.0918,-3.8381,-0.7691,0.2004,0,0,1,0.0617,0.0124,0.2004,0.0048,1.4657,0.8483,0.2881,0.1302,DESTRA_PANTALONI
0.0163,0.0148,0.1216,0.6295,-1.2194,0.0201,0.0112,0.106,0.571,-1.0535,-0.0067,0.0099,0.0996,0.5552,-1.0825,0.1773,0.0052,0.0724,0.3203,0.1031,0.8089,-2.4418,0.0918,-3.0187,0.1135,-0.0376,1.1467,1.2201,1.6784,1.064,1.4636,1.3756,1.315,1.4887,2.817,1.132,2.1422,1.8923,1.1808,1.1986,-9.3902,1.0151,-7.9525,-7.8345,1.0202,1.064,0.7943,1.043,0.7786,0.7465,1.1026,1.134,1.9656,1.0285,1.7827,1.7334,0.0001,0.2659,-0.0413,-0.1002,0.1398,-0.0251,0.1017,-0.1098,0.5402,0,0.0024,0.0087,0.9839,-0.214,0,0.0008,0.2156,?,-0.7607,0,0.0044,0.7699,?,-2.5243,-0.7102,0.2813,2.9086,0.5444,0.1872,8.4602,0.2964,0.035,-2.4758,-0.6934,0.2801,0,0,1,0.0404,0.0113,0.2801,0.0048,1.515,0.1349,0.954,-0.1469,DESTRA_PANTALONI
-0.5946,2.9033,1.7039,10.7179,-1.7768,0.2222,4.277,2.0681,20.7072,-1.0295,-0.4689,3.4655,1.8616,13.3512,-0.9059,2.4575,5.2294,2.2868,10.7957,0.0078,-2.6759,1.2681,-0.242,-0.4739,0.0904,-0.1908,0.8239,0.9153,0.7451,1.1109,0.9044,0.8141,0.6788,0.8378,0.5552,1.2342,0.8179,0.6627,0.6529,1.0807,-80.2926,1.6552,-122.9798,-74.2985,0.3783,0.551,0.3547,1.4565,0.9377,0.6438,0.5176,0.8028,0.9928,1.551,1.9181,1.2367,0.0039,3.6783,-0.2879,-0.0667,-0.5038,0.1518,0.2437,-0.2165,0.3272,0.0019,0.0433,0.2025,0.5219,-0.8448,0.0012,0.0349,0.891,?,-0.2823,0.0017,0.0414,0.3486,?,-0.3873,-1.1591,2.993,1.2381,1.0459,0.8448,1.533,1.0939,0.7136,-0.2482,-0.6344,2.5564,0,0,1,0.2273,0.5811,2.5564,0.0047,1.4543,-0.515,0.1323,0.4734,DESTRA_PANTALONI
1.4351,9.4187,3.069,17.8836,-1.1205,-1.4092,2.7709,1.6646,6.878,-11.2812,-0.6852,4.1872,2.0463,13.5824,-1.6391,3.2405,10.391,3.2235,9.7726,0.0059,-1.0184,-2.0944,0.4429,2.0566,-0.4349,-0.2115,1.8437,1.4998,0.9521,0.8135,0.5164,0.6348,3.3991,2.2494,0.9064,0.6618,0.2667,0.403,1.4957,1.1202,-164.3016,0.7489,-109.8484,-146.6712,15.0594,1.6387,0.858,0.1088,0.057,0.5236,2.6001,1.3167,1.83,0.5064,0.7038,1.3898,0.0108,4.9345,-0.4425,-0.5585,0.5507,0.08,-0.7413,-0.3903,0.3089,0.0175,0.1324,0.4003,0.3282,0.0269,0.1014,0.3184,0.9056,-1.8543,0.68,0.0051,0.0711,0.233,0.6935,11.4762,0.4543,0.0396,0.4159,1.8631,4.4798,0.173,3.4711,20.069,-0.3324,0.371,-1.1159,1.8781,0.7838,0.4173,0.442,1.7179,3.8864,0.0038,1.2776,-0.8026,-0.5418,0.5547,DESTRA_PANTALONI
-1.3627,22.508,4.7443,26.7702,-1.3254,-1.0698,12.9799,3.6028,27.4893,-0.862,-0.0467,19.2274,4.3849,30.2838,-0.6269,6.3546,17.3375,4.1638,20.8613,0.0241,1.2738,29.194,-0.2144,22.9192,-0.1683,-0.0073,1.3168,1.082,1.1394,0.8216,0.8653,1.0531,1.7341,1.1706,1.2982,0.6751,0.7487,1.109,1.199,1.3075,-29.6725,1.0905,-24.7482,-22.6942,0.7798,0.6185,0.5386,0.7931,0.6907,0.8708,0.9738,0.884,1.2832,0.9077,1.3177,1.4517,0.0087,9.4917,-0.1349,-0.1476,-0.3918,0.1939,-0.1301,0.2774,-0.6348,0.0153,0.1235,0.8241,?,0.1164,0.0341,0.1845,0.6974,-0.1485,-0.6518,0.0238,0.1543,0.8499,?,-5.4559,0.9739,-0.1785,0.6694,0.8004,1.1958,0.448,0.6407,1.4299,9.1401,0.9696,0.1061,0,1,0,1.1817,0.9696,0.8205,0.0046,1.4362,0.4695,0.157,0.7988,DESTRA_PANTALONI
