@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.4474,1.9593,1.3997,6.3118,-0.6928,0.0603,4.8995,2.2135,8.8989,-0.7777,-0.285,0.6766,0.8226,3.8642,-1.1246,2.4565,1.7861,1.3364,5.5556,0.0788,7.4195,-1.5696,0.1821,-0.2115,0.0245,-0.116,0.6324,1.7017,1.0474,2.691,1.6563,0.6155,0.3999,2.8957,1.097,7.2412,2.7432,0.3788,0.6636,1.263,-5.4358,1.9033,-8.1919,-4.304,0.7448,2.0499,0.6182,2.7522,0.83,0.3016,0.7093,1.6334,1.1361,2.3029,1.6018,0.6956,0.0029,3.6811,0.8732,-0.149,0.4476,-0.0139,0.4259,-0.3108,-5.073,17.5227,4.186,15.7181,-5.7195,-30.6009,0.4046,0.6361,31.8588,?,-24.9475,1.3525,1.163,26.3397,?,0.1658,0.2033,1.2266,6.5809,3.5995,0.547,43.3088,12.9561,0.2992,0.4199,0.5079,1.2095,0,0,1,0.4934,0.5967,1.2095,0.2163,61.1455,0.506,-0.8384,-0.7724,?,?,?,?,?,SINISTRA_PANTALONI
0.156,0.6161,0.7849,3.1007,-1.4072,0.44,0.4968,0.7049,2.6922,-0.35,-0.255,0.1654,0.4067,1.4096,-2.743,1.049,0.4609,0.6789,2.2399,0.0581,0.3545,-0.6117,0.1487,-1.7256,0.4194,-0.2431,1.1136,1.9301,1.1561,1.7332,1.0382,0.599,1.24,3.7252,1.3366,3.0041,1.0779,0.3588,2.5967,1.7546,-13.1179,0.6757,-5.0518,-7.4762,0.6459,3.4202,0.5417,5.2951,0.8386,0.1584,1.1517,2.1996,1.3843,1.9099,1.202,0.6293,0.0028,1.6124,0.0664,0.3886,-0.1522,-0.7691,0.7089,-0.8053,-38.7877,0.1928,0.4391,39.7186,?,-3.6479,0.404,0.6356,4.4998,?,22.6872,0.1333,0.3651,1.3199,0.9433,10.6329,-1.7097,-0.1608,0.6909,1.2027,1.7408,0.4773,1.4465,3.0303,8.8267,-1.8088,-0.2049,1,0,0,8.8267,30.0925,3.4092,0.2373,65.1228,-0.2248,0.63,-0.2154,?,?,?,?,?,SINISTRA_PANTALONI
0.7424,7.8183,2.7961,15.7492,-0.6328,-1.0108,6.6033,2.5697,11.9676,-1.451,-1.0875,10.3091,3.2108,22.9167,-0.9622,4.6543,5.8235,2.4132,14.7463,0.0519,-0.7345,-0.6827,0.1595,0.9294,-0.2172,-0.2337,1.0881,0.8709,1.1587,0.8003,1.0648,1.3305,1.184,0.7584,1.3425,0.6405,1.1339,1.7702,0.8615,0.5432,-7.5549,0.6305,-8.7692,-13.909,1.9754,0.8259,0.6201,0.4181,0.3139,0.7509,1.316,0.6872,1.068,0.5222,0.8116,1.5541,0.0089,7.0153,0.1662,0.4173,-0.0672,-0.2963,-0.2311,-0.1675,3.5377,552.2568,23.5001,65.0986,-1.1919,-29.6315,49.6899,7.0491,40.6189,?,-28.0379,7.8986,2.8104,32.4585,?,-0.1194,-0.1262,1.0568,3.3338,8.3617,2.5082,11.1141,69.9185,6.291,0.8715,1.0906,1.2514,0,0,1,1.6027,2.0056,1.2514,0.2201,79.6477,-0.3392,0.6218,-0.6891,?,?,?,?,?,SINISTRA_PANTALONI
0.1961,3.9729,1.9932,8.4667,-0.5617,-0.1839,1.2966,1.1387,4.5281,-0.8906,-0.3655,0.5857,0.7653,3.1755,-3.0771,2.283,0.8492,0.9215,4.852,0.2067,-1.0663,-0.5364,0.0859,0.5031,-0.0805,-0.1601,1.7504,2.6046,2.163,1.488,1.2357,0.8305,3.064,6.7837,4.6785,2.214,1.5269,0.6897,1.4276,1.2706,-2.4088,0.89,-1.6873,-1.8958,2.2637,6.9609,0.8864,3.0751,0.3916,0.1273,1.8698,2.6663,1.745,1.4259,0.9332,0.6545,0.0024,3.4919,-0.1056,-0.0082,0.1996,-0.9107,0.4989,-0.5536,-38.2919,1.3569,1.1649,40.6189,?,-2.1664,2.5011,1.5815,5.159,?,24.5777,3.0334,1.7417,6.4804,0.7545,17.6757,-1.558,-0.0881,0.7366,0.6688,0.908,0.5425,0.4473,0.8245,7.8734,-2.0392,-0.259,1,0,0,7.8734,6.268,0.7961,0.2449,65.0359,-0.5689,0.9538,-0.4834,?,?,?,?,?,SINISTRA_PANTALONI
-2.2229,8.942,2.9903,14.9435,-1.6361,-1.0686,6.8677,2.6206,12.389,-1.2335,0.1737,9.7533,3.123,12.737,-1.1973,5.1886,4.7548,2.1806,10.251,0.0545,2.0802,-12.7963,-0.4284,-6.1514,-0.2059,0.0335,1.1411,0.9575,1.3714,0.8391,1.2018,1.4322,1.302,0.9168,1.8806,0.7041,1.4444,2.0512,1.3555,1.3364,-15.7023,0.9858,-11.5837,-11.75,1.022,0.9779,0.5229,0.9569,0.5116,0.5347,1.2062,1.1732,1.4578,0.9727,1.2086,1.2425,0.013,7.9045,0.4821,-0.4225,-0.596,0.1983,-0.2988,0.1269,19.547,45.0501,6.7119,20.7001,0.3989,-24.3416,52.6965,7.2592,30.8395,-31.132,-9.9056,32.1993,5.6744,16.7389,?,-0.803,-1.9733,2.4574,0.9246,1.1828,1.2793,0.8549,1.3991,1.6366,-0.4598,-0.8208,1.7851,35.8824,0,0,0.6712,1.2366,1.8424,0.1724,53.8042,0.8849,0.6179,0.2291,?,?,?,?,?,SINISTRA_PANTALONI
-3.1951,14.6986,3.8339,13.011,-11.2096,-2.4374,5.5023,2.3457,10.2045,-2.2401,-0.9832,6.4263,2.535,9.8994,-1.4468,5.6986,11.2696,3.357,13.2339,0.0406,1.3109,3.2496,-0.5607,2.479,-0.4277,-0.1725,1.6344,1.5124,1.142,0.9253,0.6987,0.7551,2.6714,2.2873,1.3043,0.8562,0.4882,0.5702,1.6932,2.0407,-21.3507,1.2053,-12.61,-10.4625,0.3384,0.2634,0.0773,0.7785,0.2283,0.2933,1.275,1.3143,0.9832,1.0308,0.7711,0.748,0.0476,8.6145,0.5383,-0.0003,-0.9736,-0.0548,-0.5863,-0.0218,38.2155,24.4087,4.9405,19.6875,0.5882,-2.6954,386.3419,19.6556,67,-0.4951,-11.87,364.1956,19.0839,52.4375,-1.1568,-14.178,-3.2195,0.2271,0.2514,0.2589,1.03,0.0632,0.067,1.0608,-1.2676,-1,0.7889,1.0669,1.9666,1.8432,0.2938,0.3754,1.2777,0.461,76.393,0.1586,0.3197,0.9727,?,?,?,?,?,SINISTRA_PANTALONI
-1.4888,9.4624,3.0761,15.2135,-1.5324,1.6942,7.3766,2.716,10.7601,-0.5675,-0.3866,9.9223,3.15,15.6227,-1.1358,5.1836,5.1278,2.2645,10.4276,0.0587,-0.8788,3.8509,-0.2872,-4.3821,0.3268,-0.0746,1.1326,0.9765,1.3584,0.8622,1.1994,1.391,1.2827,0.9536,1.8453,0.7434,1.4385,1.935,2.3631,1.1081,-14.1555,0.4689,-5.9901,-12.7747,0.8752,0.8213,0.5423,0.9384,0.6197,0.6603,1.4139,0.9738,1.459,0.6887,1.0319,1.4982,0.0124,7.8439,0.0836,-0.1154,-0.2963,-0.2578,0.4048,-0.2771,-26.7483,319.1878,17.8658,65.6982,-2.4653,-32.5281,77.1644,8.7843,45.1187,?,24.2809,41.7918,6.4647,21.5393,0.4338,0.8223,-1.1016,-1.3397,2.0338,2.7636,1.3588,4.1365,7.6376,1.8464,1.0359,-2.8328,-2.7346,0,0.4984,0,1.4561,3.0502,2.0947,0.2642,85.9851,-0.8013,0.5213,-0.2781,?,?,?,?,?,SINISTRA_PANTALONI
0.2857,12.8152,3.5798,17.4677,-0.6307,0.6258,8.3399,2.8879,12.807,-0.7718,-2.6706,8.7913,2.965,17.3316,-2.223,5.5993,6.1994,2.4899,13.8046,0.0249,0.4565,-0.107,0.051,-0.2343,0.1118,-0.4769,1.2396,1.2074,1.4378,0.974,1.1599,1.1908,1.5366,1.4577,2.0672,0.9487,1.3453,1.4181,1.211,0.5652,-19.1398,0.4667,-15.8048,-33.8654,1.482,1.9919,0.7566,1.3441,0.5105,0.3798,1.3639,1.0079,1.2654,0.7389,0.9277,1.2555,0.015,8.6693,-0.0481,0.504,-0.1664,-0.132,0.5158,-0.5338,-30.9227,155.1548,12.4561,41.8793,?,-31.7444,15.1182,3.8882,38.1592,?,12.1183,217.4323,14.7456,48.2986,-0.4401,0.9741,-2.5517,-2.6195,3.2036,0.8447,0.2637,10.2628,0.7136,0.0695,1.0975,2.8374,2.5853,1,0,0,1.0975,0.8671,0.7901,0.2497,79.2766,-0.9102,0.7201,-0.7701,?,?,?,?,?,SINISTRA_PANTALONI
0.0012,3.986,1.9965,7.9971,-0.5725,-0.0824,2.3907,1.5462,5.6243,-1.0646,-0.1758,0.92,0.9592,3.9602,-1.3182,2.5706,0.7266,0.8524,4.7598,0.2094,-0.0145,-0.0068,0.0005,0.4686,-0.032,-0.0684,1.2912,2.0814,2.3422,1.612,1.8139,1.1253,1.6673,4.3324,5.4857,2.5985,3.2902,1.2662,1.0038,1.2928,-2.3089,1.2879,-2.3001,-1.786,1.8669,2.9771,0.8447,1.5946,0.4525,0.2837,1.4219,2.0194,1.6802,1.4202,1.1816,0.832,0.001,3.8483,0.2277,-0.3781,-0.0213,-0.6034,0.3018,-0.3011,-35.7984,0.7496,0.8658,37.0193,?,-18.6741,5.0064,2.2375,21.5988,?,34.042,1.6465,1.2832,4.0192,0.8876,1.917,-1.0516,-0.5486,0.3869,0.6747,1.7437,0.1497,0.4553,3.0406,1.714,-1.1663,-0.6805,1,0,0,1.714,9.2107,5.374,0.2824,88.5145,0.3417,0.7042,0.8639,?,?,?,?,?,SINISTRA_PANTALONI
-0.2726,5.0401,2.245,8.96,-0.7322,0.0192,1.2225,1.1057,3.7053,-1.1244,-0.0962,1.2816,1.1321,4.2912,-1.0776,2.5339,1.2077,1.0989,4.6949,0.1451,-14.1651,2.8335,-0.1076,-0.2,0.0076,-0.038,2.0305,1.9831,2.0429,0.9767,1.0061,1.0301,4.1229,3.9327,4.1734,0.9539,1.0123,1.0612,1.9313,1.7017,-4.754,0.8811,-2.4616,-2.7937,2.9656,2.5044,0.9419,0.8445,0.3176,0.3761,2.4182,2.088,1.9085,0.8635,0.7892,0.914,0.0016,3.8257,0.3254,-0.4553,0.0506,-0.641,0.0479,-0.2304,-37.9475,5.0114,2.2386,41.5192,?,-5.7377,2.7225,1.65,7.7393,?,33.6994,2.94,1.7147,4.3793,0.8783,6.6137,-1.1261,-0.1703,1.3567,1.3056,0.9623,1.8408,1.7045,0.926,5.3647,-1.3131,-0.2448,1,0,0,5.3647,9.4808,1.7672,0.2791,77.3846,-0.965,0.9584,-0.9116,?,?,?,?,?,SINISTRA_PANTALONI
-0.0962,3.5669,1.8886,7.4634,-0.5875,-0.2745,1.7976,1.3408,4.7409,-1.2233,-0.1379,1.1865,1.0893,3.8667,-1.3571,2.4276,0.7614,0.8726,4.2462,0.1969,0.3503,0.6973,-0.0396,1.9905,-0.1131,-0.0568,1.4086,1.7339,2.1644,1.2309,1.5365,1.2483,1.9842,3.0063,4.6845,1.5151,2.3609,1.5582,1.0588,1.2407,-2.6526,1.1717,-2.5052,-2.1381,2.2048,2.8659,0.8892,1.2998,0.4033,0.3103,1.5742,1.9302,1.7577,1.2261,1.1165,0.9106,0.0017,3.7251,0.3514,-0.5261,0.1041,-0.7241,0.065,-0.2032,-36.1752,4.0051,2.0013,39.119,?,-9.8333,0.2387,0.4886,10.6796,?,34.3213,3.8188,1.9542,5.2795,0.8576,3.6788,-1.054,-0.2865,4.0959,1.0241,0.25,16.776,1.0488,0.0625,3.663,-1.2302,-0.3358,1,0,0,3.663,7.4095,2.0228,0.2675,80.3298,0.8836,0.9786,0.8739,?,?,?,?,?,SINISTRA_PANTALONI
1.7287,20.4038,4.5171,28.1433,-0.2679,-0.5715,9.8885,3.1446,13.9898,-0.7702,-0.392,5.6768,2.3826,9.0543,-0.8999,5.6229,7.8209,2.7966,21.2084,0.0562,-3.0248,-4.4104,0.3074,1.4581,-0.1016,-0.0697,1.4364,1.8958,1.6152,1.3198,1.1244,0.852,2.0634,3.5942,2.6089,1.7419,1.2644,0.7258,0.9771,1.3868,-4.7079,1.4193,-4.8182,-3.3949,2.8085,4.6575,0.9877,1.6583,0.3517,0.2121,2.0117,3.1083,1.327,1.5451,0.6596,0.4269,0.0101,8.5095,0.0323,-0.2741,0.6802,0.2519,-0.1099,0.0487,-1.1586,1009.2308,31.7684,83.0994,-1.7426,-27.5097,129.5383,11.3815,45.4178,-17.0285,-20.4983,81.0032,9.0002,38.5178,-4.2198,0.0421,0.0565,1.342,2.7912,3.5298,1.2646,7.791,12.4591,1.5992,1.2308,1.6956,1.3777,12.0273,4.1061,0.3414,1.8297,2.1574,1.1791,0.1855,77.4111,-0.4619,-0.9592,0.5001,?,?,?,?,?,SINISTRA_PANTALONI
1.6231,12.081,3.4758,30.4062,-0.2495,-1.3488,6.6557,2.5799,11.0833,-0.9989,-0.055,6.8586,2.6189,11.4776,-0.7233,4.865,6.384,2.5267,23.2825,0.0474,-1.2034,-29.4892,0.3336,24.5055,-0.2772,-0.0113,1.3473,1.3272,1.3756,0.9851,1.0211,1.0365,1.8151,1.7614,1.8924,0.9704,1.0426,1.0743,1.0964,1.2606,-5.2436,1.1498,-4.7827,-4.1597,4.3887,3.6535,0.9956,0.8325,0.2269,0.2725,2.7434,2.6492,1.306,0.9656,0.476,0.493,0.0113,7.2205,0.2201,0.0584,0.662,0.0411,-0.0284,0.1323,2.3854,789.4479,28.0971,75.6592,-1.517,-29.3924,52.0348,7.2135,40.1398,?,-25.0922,4.7765,2.1855,27.5391,?,-0.0812,-0.0951,1.1714,3.8951,12.8561,3.3006,15.1715,165.2784,10.894,1.136,1.6558,1.4576,0,0,1,1.8849,2.7473,1.4576,0.2082,80.6327,-0.4738,-0.8022,0.7855,?,?,?,?,?,SINISTRA_PANTALONI
0.1151,11.39,3.3749,15.2003,-0.5028,2.5407,9.2756,3.0456,13.9154,-0.1728,-1.2377,19.3436,4.3981,20.577,-1.2722,5.9928,12.0958,3.4779,14.2561,0.0616,0.0453,-0.093,0.0192,-2.0527,0.424,-0.2065,1.1081,0.7673,0.9704,0.6925,0.8757,1.2646,1.228,0.5888,0.9416,0.4795,0.7668,1.5992,2.4808,0.4414,-5.4331,0.1779,-2.19,-12.308,0.8524,1.1169,0.6658,1.3102,0.781,0.5961,1.0923,0.7387,1.0662,0.6763,0.9761,1.4434,0.0154,9.0393,0.6354,0.534,0.6174,0.2751,0.8095,0.1235,-44.68,6.1726,2.4845,51.3596,?,-17.0501,56.2066,7.4971,28.1982,-116.707,-9.305,42.5863,6.5258,27.7786,-2.6461,2.6205,4.8017,1.8324,0.3314,0.3807,1.1488,0.1098,0.1449,1.3198,1.837,2.5476,1.3868,0,0,0.0314,1.8214,1.8489,1.0151,0.2648,71.85,-0.7638,-0.0574,-0.4597,?,?,?,?,?,SINISTRA_PANTALONI
0.4238,3.9012,1.9751,8.4716,-0.5353,0.2305,2.6668,1.633,5.7537,-0.8152,-0.1299,1.8091,1.345,4.7852,-1.5712,2.7504,1.0621,1.0306,4.7593,0.2145,1.8386,-3.2633,0.1541,-1.7749,0.0838,-0.0472,1.2095,1.4685,1.9165,1.2141,1.5846,1.3051,1.4628,2.1564,3.6729,1.4741,2.5108,1.7032,1.143,1.0101,-2.2724,0.8837,-1.988,-2.2498,1.7408,2.9649,0.9107,1.7032,0.5232,0.3072,1.4724,1.7704,1.78,1.2024,1.209,1.0055,0.0027,4.2556,0.5369,-0.0072,0.3886,-0.5613,0.5501,-0.4422,-40.1544,9.0267,3.0045,45.0592,?,-11.8582,8.2011,2.8638,15.5991,?,32.0836,14.3104,3.7829,11.5799,0.6805,3.3862,-1.2516,-0.3696,1.0491,0.7942,0.757,1.1007,0.6308,0.5731,2.8886,-1.8272,-0.6326,1,0,0,2.8886,3.8912,1.3471,0.2836,84.0963,-0.9884,0.987,-0.9591,?,?,?,?,?,SINISTRA_PANTALONI
-0.143,3.5216,1.8766,7.668,-0.5877,-0.1588,2.0024,1.415,5.0523,-0.7531,-0.3951,0.4825,0.6946,2.8626,-5.023,2.3247,0.8041,0.8967,4.5329,0.2008,0.9009,0.362,-0.0615,0.4019,-0.0683,-0.17,1.3262,2.7016,2.0927,2.0372,1.578,0.7746,1.7587,7.2988,4.3795,4.15,2.4902,0.6,1.3078,1.1889,-2.4919,0.9091,-1.9055,-2.096,1.6758,10.1617,0.8515,6.0637,0.5081,0.0838,1.5177,2.6787,1.6917,1.7649,1.1146,0.6315,0.0024,3.3731,0.4675,-0.1832,0.0571,-0.8471,0.5424,-0.7119,-39.2388,1.9482,1.3958,42.9596,?,-12.3795,1.5044,1.2266,14.5798,?,31.626,1.599,1.2645,6.1798,0.8154,3.1696,-1.2407,-0.3914,1.138,1.1038,0.97,1.295,1.2184,0.9408,2.9465,-1.5736,-0.5341,1,0,0,2.9465,6.9516,2.3593,0.279,83.2444,-0.6624,0.954,-0.5767,?,?,?,?,?,SINISTRA_PANTALONI
-0.1942,2.6093,1.6153,6.7577,-0.7932,0.4057,3.3277,1.8242,6.4283,-0.5189,-0.2186,1.1574,1.0758,5.0188,-1.5988,2.5547,0.8178,0.9043,3.859,0.2269,-0.4786,0.8882,-0.076,-1.8558,0.1588,-0.0856,0.8855,1.5015,1.7863,1.6956,2.0172,1.1897,0.7841,2.2544,3.1907,2.8751,4.0692,1.4153,1.3611,0.9681,-2.6394,0.7113,-1.9391,-2.7263,0.8904,1.9514,0.755,2.1915,0.8479,0.3869,1.0512,1.3465,1.7512,1.2809,1.6658,1.3005,0.0026,3.7344,0.3557,0.0232,-0.0773,-0.1616,0.708,-0.353,-42.1015,1.0622,1.0306,43.7988,?,-9.9275,3.1714,1.7809,12.7197,?,29.6948,3.6716,1.9161,5.9402,0.8142,4.2409,-1.4178,-0.3343,0.5787,0.5379,0.9294,0.3349,0.2893,0.8638,3.4434,-1.682,-0.4885,1,0,0,3.4434,7.3732,2.1413,0.2719,81.7239,-0.8773,0.8538,-0.5905,?,?,?,?,?,SINISTRA_PANTALONI
