@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.3052,10.0656,3.1726,21.7366,-1.1885,0.0821,5.9526,2.4398,14.8275,-1.4492,0.0915,6.1308,2.476,27.3943,-2.6284,4.1243,5.2476,2.2908,19.7538,0.02,3.717,3.3348,0.074,0.8972,0.0199,0.0222,1.3004,1.2813,1.385,0.9854,1.0651,1.0809,1.691,1.6418,1.9181,0.9709,1.1343,1.1683,1.3455,0.5949,-29.2675,0.4421,-21.7526,-49.2015,1.6406,1.3155,0.4927,0.8019,0.3003,0.3746,1.466,0.7935,1.1004,0.5413,0.7506,1.3868,0.0009,6.1472,-0.078,0.2311,0.0885,0.1115,-0.1031,-0.0729,0,0,0,0,0,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.9711,11.8045,3.4358,16.26,-0.4551,0.2725,4.2443,2.0602,11.1381,-0.9281,-0.4087,4.7868,2.1879,16.7151,-1.148,4.0856,5.3275,2.3081,11.7077,0.0262,3.5639,-2.376,0.2377,-0.6667,0.0667,-0.1,1.6677,1.5704,1.4885,0.9416,0.8926,0.9479,2.7812,2.466,2.2157,0.8867,0.7967,0.8985,0.9486,0.5693,-16.1182,0.6001,-16.992,-28.3136,1.9343,1.436,0.9294,0.7424,0.4805,0.6472,1.4598,0.9728,1.3888,0.6664,0.9514,1.4277,0.0029,5.7095,0.0717,0.102,0.6314,0.0621,0.0555,-0.1263,0,0,0,0,0,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.9186,10.8079,3.2875,22.5426,-0.2397,0.0084,6.6835,2.5853,17.0591,-0.4802,-0.2936,5.0134,2.2391,24.3522,-2.0642,3.353,12.1923,3.4918,19.9463,0.0091,109.3535,-3.1282,0.274,-0.0286,0.0025,-0.0876,1.2717,1.4683,0.9415,1.1546,0.7404,0.6412,1.6171,2.1558,0.8865,1.3331,0.5482,0.4112,0.7877,0.2657,-23.7278,0.3373,-30.1244,-89.2978,1.5778,2.288,0.9033,1.4502,0.5725,0.3948,1.3214,0.9257,1.1302,0.7005,0.8553,1.2209,0.0026,4.928,0.1382,0.0533,0.6867,-0.1448,0.2324,-0.2718,0,0,0,0,0,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.6399,11.0048,3.3173,18.6877,-0.3894,0.5833,9.3411,3.0563,13.9355,-0.6239,-0.9497,11.7256,3.4243,32.6497,-3.0406,4.9055,9.6595,3.108,25.5657,0.0408,1.097,-0.6738,0.1304,-0.6142,0.1189,-0.1936,1.0854,0.9688,1.0674,0.8926,0.9834,1.1018,1.1781,0.9385,1.1393,0.7966,0.967,1.2139,0.9782,0.2132,-4.8155,0.2179,-4.923,-22.5916,1.5674,1.6646,0.5047,1.062,0.322,0.3032,1.341,0.5724,0.731,0.4268,0.5451,1.2771,0.0035,7.2001,0.0418,-0.0308,0.5164,-0.085,0.2633,-0.4976,0,0,0,0,0,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.0405,0.0502,0.224,1.3288,-0.8357,-0.0802,0.101,0.3178,2.2054,-1.0547,0.0017,0.0479,0.2188,2.3113,-0.3944,0.3276,0.0997,0.3158,1.9926,0.004,-0.5055,23.5282,0.1237,-46.5419,-0.2448,0.0053,0.7047,1.0238,0.7092,1.4528,1.0063,0.6927,0.4966,1.0482,0.5029,2.1107,1.0127,0.4798,0.5344,0.9253,-75.2465,1.7315,-140.8116,-81.3245,0.6744,0.4367,0.3618,0.6475,0.5365,0.8285,0.6025,0.5749,0.6669,0.9541,1.1068,1.16,0.0003,0.5027,-0.7416,0.033,0.2956,-0.1909,-0.293,0.0138,0,0,0,0,0,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.0428,0.0238,0.1543,0.9773,-0.4632,-0.0603,0.0165,0.1285,0.8382,-2.3567,0.0228,0.0113,0.1061,0.6568,-0.497,0.2083,0.0142,0.1191,0.6442,0.044,-0.71,1.8745,0.2055,-2.6403,-0.2894,0.1096,1.2011,1.4546,1.2959,1.211,1.0789,0.8909,1.4427,2.1159,1.6794,1.4666,1.164,0.7937,0.5257,1.4188,-10.422,2.6987,-19.8239,-7.3458,2.6746,1.5222,0.991,0.5691,0.3705,0.651,1.1659,1.4879,1.5169,1.2762,1.3011,1.0195,0.0002,0.3107,-0.1613,-0.0127,0.4614,-0.2958,-0.3875,0.2915,0,0,0,0,0,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.0691,0.025,0.1581,0.8937,-0.7982,-0.1056,0.016,0.1264,0.7309,-1.9949,0.0064,0.0122,0.1103,0.8553,-1.2855,0.236,0.0134,0.116,0.5807,0.0476,-0.6546,10.7801,0.293,-16.4682,-0.4477,0.0272,1.2505,1.4324,1.3632,1.1455,1.0902,0.9517,1.5637,2.0519,1.8583,1.3122,1.1885,0.9057,0.8149,0.8247,-13.6549,1.012,-16.7573,-16.5582,2.0365,1.3281,0.8151,0.6522,0.4002,0.6137,1.2228,1.0449,1.539,0.8546,1.2586,1.4728,0.0003,0.3528,-0.1952,-0.2089,0.4696,-0.2892,-0.3858,0.0107,0,0,0,0,0,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.0394,1.3563,1.1646,7.6737,-1.6848,-0.0768,0.9522,0.9758,5.4143,-0.7063,-0.1921,0.242,0.492,2.7081,-1.7144,1.1198,1.3409,1.158,4.9523,0.0063,-0.5128,-0.2051,0.0352,0.4,-0.0686,-0.1716,1.1935,2.3673,1.0057,1.9836,0.8427,0.4248,1.4244,5.6042,1.0115,3.9345,0.7101,0.1805,2.1486,2.8154,-153.9801,1.3104,-71.665,-54.6912,0.9007,2.8648,0.5735,3.1805,0.6367,0.2002,1.4173,2.8336,1.5495,1.9993,1.0933,0.5468,0.0006,1.6409,-0.5629,0.3804,-0.2386,-0.336,0.1297,-0.2967,0,0,0,0,0,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.1755,2.6502,1.628,10.6184,-1.3434,0.3869,2.5064,1.5832,9.0843,-0.6642,-0.8176,3.7436,1.9348,9.8784,-4.1566,2.3747,4.1099,2.0273,9.5543,0.0104,0.4535,-0.2146,0.0739,-0.4732,0.1629,-0.3443,1.0283,0.8414,0.803,0.8182,0.7809,0.9544,1.0574,0.7079,0.6448,0.6695,0.6098,0.9109,1.6789,0.7645,-60.395,0.4553,-35.9736,-79.0028,0.8301,2.3653,0.4693,2.8494,0.5654,0.1984,1.1689,1.0749,1.1114,0.9196,0.9508,1.0339,0.0024,3.4581,0.4277,0.2058,-0.0184,-0.3264,0.4179,-0.6774,0.067,0.0625,0.25,1,0,1100,0,0,0,1,TASCA_GIACCA
0.2643,3.0891,1.7576,9.5228,-1.1855,0.4189,2.3818,1.5433,7.8176,-0.8486,-0.8691,2.3972,1.5483,9.5627,-4.3562,2.4561,2.8362,1.6841,7.7766,0.0046,0.631,-0.3041,0.1076,-0.482,0.1706,-0.3539,1.1388,1.1352,1.0436,0.9968,0.9164,0.9194,1.297,1.2886,1.0892,0.9936,0.8398,0.8452,1.4394,0.6642,-143.68,0.4614,-99.8168,-216.3275,1.0303,2.4406,0.5577,2.3687,0.5413,0.2285,1.2181,0.9958,1.2246,0.8175,1.0053,1.2297,0.0026,3.6052,0.3478,0.1907,-0.0564,-0.2354,0.3008,-0.6433,0,0,0,0,0,1100,0,0,0,1,TASCA_GIACCA
0.0745,4.5329,2.1291,14.7356,-1.4819,0.1825,2.074,1.4402,7.5285,-1.0699,-0.7319,4.1446,2.0358,17.3692,-0.9013,2.4639,5.2551,2.2924,9.729,0.0046,0.4086,-0.1019,0.0303,-0.2493,0.0741,-0.297,1.4784,1.0458,0.9288,0.7074,0.6282,0.8881,2.1856,1.0937,0.8626,0.5004,0.3947,0.7887,2.2609,1.0685,-196.3838,0.4726,-86.8599,-183.7862,1.6324,0.6499,0.6075,0.3981,0.3721,0.9347,1.9573,0.8484,1.5146,0.4334,0.7738,1.7853,0.002,3.5644,0.3868,0.1777,-0.1948,-0.118,0.1866,-0.5855,0,0,0,0,0,1100,0,0,0,1,TASCA_GIACCA
0.1755,2.6502,1.628,10.6184,-1.3434,0.3869,2.5064,1.5832,9.0843,-0.6642,-0.8176,3.7436,1.9348,9.8784,-4.1566,2.3747,4.1099,2.0273,9.5543,0.0104,0.4535,-0.2146,0.0739,-0.4732,0.1629,-0.3443,1.0283,0.8414,0.803,0.8182,0.7809,0.9544,1.0574,0.7079,0.6448,0.6695,0.6098,0.9109,1.6789,0.7645,-60.395,0.4553,-35.9736,-79.0028,0.8301,2.3653,0.4693,2.8494,0.5654,0.1984,1.1689,1.0749,1.1114,0.9196,0.9508,1.0339,0.0024,3.4581,0.4277,0.2058,-0.0184,-0.3264,0.4179,-0.6774,0.067,0.0625,0.25,1,0,1100,0,0,0,1,TASCA_GIACCA
0.2643,3.0891,1.7576,9.5228,-1.1855,0.4189,2.3818,1.5433,7.8176,-0.8486,-0.8691,2.3972,1.5483,9.5627,-4.3562,2.4561,2.8362,1.6841,7.7766,0.0046,0.631,-0.3041,0.1076,-0.482,0.1706,-0.3539,1.1388,1.1352,1.0436,0.9968,0.9164,0.9194,1.297,1.2886,1.0892,0.9936,0.8398,0.8452,1.4394,0.6642,-143.68,0.4614,-99.8168,-216.3275,1.0303,2.4406,0.5577,2.3687,0.5413,0.2285,1.2181,0.9958,1.2246,0.8175,1.0053,1.2297,0.0026,3.6052,0.3478,0.1907,-0.0564,-0.2354,0.3008,-0.6433,0,0,0,0,0,1100,0,0,0,1,TASCA_GIACCA
0.0745,4.5329,2.1291,14.7356,-1.4819,0.1825,2.074,1.4402,7.5285,-1.0699,-0.7319,4.1446,2.0358,17.3692,-0.9013,2.4639,5.2551,2.2924,9.729,0.0046,0.4086,-0.1019,0.0303,-0.2493,0.0741,-0.297,1.4784,1.0458,0.9288,0.7074,0.6282,0.8881,2.1856,1.0937,0.8626,0.5004,0.3947,0.7887,2.2609,1.0685,-196.3838,0.4726,-86.8599,-183.7862,1.6324,0.6499,0.6075,0.3981,0.3721,0.9347,1.9573,0.8484,1.5146,0.4334,0.7738,1.7853,0.002,3.5644,0.3868,0.1777,-0.1948,-0.118,0.1866,-0.5855,0,0,0,0,0,1100,0,0,0,1,TASCA_GIACCA
-0.6061,8.9594,2.9932,15.4989,-1.1058,0.4283,7.3267,2.7068,11.1987,-0.817,-1.3616,12.0883,3.4768,20.7139,-2.3753,5.0501,5.2759,2.2969,15.0227,0.037,-1.4151,0.4451,-0.12,-0.3145,0.0848,-0.2696,1.1058,0.8609,1.3031,0.7785,1.1784,1.5137,1.2228,0.7412,1.6982,0.6061,1.3887,2.2912,1.6164,0.5583,-14.096,0.3454,-8.7208,-25.2463,1.1941,1.1993,0.4718,1.0043,0.3951,0.3934,1.384,0.7482,1.0317,0.5406,0.7455,1.3788,0.0041,7.4611,0.3139,0.0339,0.0532,0.4014,-0.0299,-0.6182,0,0,0,0,0,1100,0,0,0,1,TASCA_GIACCA
-0.7954,7.0744,2.6598,14.4404,-0.6788,0.4293,2.2919,1.5139,8.4895,-0.5898,-1.1919,6.6793,2.5844,22.0165,-2.3772,3.6891,4.6735,2.1618,16.2101,0.0168,-1.8527,0.6673,-0.2156,-0.3602,0.1164,-0.3231,1.7569,1.0292,1.2303,0.5858,0.7003,1.1955,3.0867,1.0592,1.5137,0.3431,0.4904,1.4292,1.8539,0.3768,-21.0318,0.2032,-11.3446,-55.821,1.6108,1.3194,0.5217,0.8191,0.3239,0.3954,1.701,0.6559,0.8908,0.3856,0.5237,1.3582,0.0039,5.6038,0.1809,0.0659,-0.0519,-0.1725,0.3125,-0.5939,0,0,0,0,0,1100,0,0,0,1,TASCA_GIACCA
0.0455,0.0162,0.1274,0.7915,-1.032,-0.0604,0.0168,0.1294,0.6098,-1.8735,-0.0127,0.0096,0.098,0.7247,-1.2967,0.1915,0.0118,0.1086,0.5268,0.0236,-0.7544,-3.5831,0.2378,4.7494,-0.3153,-0.0664,0.9841,1.3,1.173,1.3211,1.192,0.9023,0.9684,1.6901,1.3759,1.7452,1.4208,0.8141,1.011,0.9825,-31.5045,0.9718,-31.1604,-32.0662,1.8355,1.2344,0.7219,0.6726,0.3933,0.5848,1.2979,1.0922,1.5025,0.8415,1.1576,1.3757,0.0002,0.2948,-0.4119,-0.379,0.3334,-0.1834,-0.5255,-0.0649,0,0,0,0,0,1100,0,0,0,1,TASCA_GIACCA
-0.0335,0.029,0.1703,1.0258,-1.0789,0.0456,0.0242,0.1556,0.8076,-0.5341,0.0434,0.032,0.1788,0.9544,-0.9346,0.2663,0.0194,0.1393,0.7591,0.0226,-0.7341,-0.7712,-0.1257,1.0505,0.1712,0.163,1.0944,0.9524,1.223,0.8702,1.1175,1.2841,1.1978,0.907,1.4957,0.7572,1.2487,1.649,1.8935,1.1547,-30.3854,0.6098,-16.0473,-26.3141,0.9373,1.0003,0.6354,1.0672,0.6779,0.6352,1.2702,1.0749,1.3514,0.8463,1.0639,1.2572,0.0002,0.4037,-0.0488,-0.2417,-0.0774,-0.4763,0.4853,-0.1437,0,0,0,0,0,1100,0,0,0,1,TASCA_GIACCA
-0.7787,4.1068,2.0265,11.467,-3.6567,-0.1782,2.688,1.6395,9.8699,-1.2988,-0.3093,1.2115,1.1007,9.0958,-1.9788,1.8412,5.35,2.313,10.6976,0.0017,4.3699,2.5178,-0.4229,0.5762,-0.0968,-0.168,1.2361,1.8411,0.8761,1.4895,0.7088,0.4759,1.5278,3.3897,0.7676,2.2186,0.5024,0.2265,1.6147,1.4902,-481.1149,0.9229,-297.9511,-322.8445,0.5735,0.8064,0.2298,1.4061,0.4006,0.2849,1.1618,1.2607,1.0719,1.0851,0.9226,0.8503,0.0023,2.7379,0.2144,0.5834,-0.7606,-0.1622,0.0273,-0.618,2.9237,0.0705,0.2655,1,0.6667,1100,0,0,0,1,TASCA_GIACCA
