@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.0454,3.7021,1.9241,9.2346,-1.2354,-0.0901,2.9933,1.7301,7.5282,-0.9451,-0.1681,12.7283,3.5677,13.7587,-0.7218,4.2706,1.2244,1.1065,5.6232,0.3016,0.5041,0.2701,-0.0106,0.5359,-0.0211,-0.0394,1.1121,0.5393,1.7389,0.4849,1.5636,3.2242,1.2368,0.2909,3.0236,0.2352,2.4447,10.3955,1.3952,0.8848,-2.1021,0.6342,-1.5067,-2.3758,1.0674,0.517,0.5131,0.4844,0.4807,0.9925,1.2267,0.6712,1.6422,0.5472,1.3388,2.4468,0.002,6.2224,0.0297,0.5136,0.1935,0.0576,0.3123,0.4914,0.2395,0.6231,0.7894,3.6689,-0.4822,-0.3039,2.9226,1.7096,6.4043,-1.0646,0.1385,0.51,0.7142,3.5638,-1.091,-0.788,1.7292,-2.1943,0.4618,1.1053,2.3938,0.2132,1.2218,5.7302,0.3615,0.6419,1.776,0.798,1.4523,1.8201,0.5729,1.0295,1.7971,0.0043,2.7465,0.1659,-0.131,-0.8119,2,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.625,8.1926,2.8623,8.6165,-6.2136,-1.8277,2.7185,1.6488,5.7705,-12.3764,-1.5662,0.6797,0.8244,3.829,-12.8958,4.2282,6.3974,2.5293,7.8687,0.0849,1.4363,1.676,-0.6208,1.1669,-0.4323,-0.3704,1.736,3.4718,1.1316,1.9999,0.6519,0.326,3.0136,12.0532,1.2806,3.9996,0.4249,0.1062,1.3901,2.0887,-10.1672,1.5025,-7.3138,-4.8677,2.7689,4.3349,0.1389,1.5656,0.0502,0.032,1.4932,2.2503,1.095,1.507,0.7333,0.4866,0.0409,6.5264,0.6869,0.3681,-0.9443,0.5247,-0.8486,-0.5342,0.3675,0.757,0.87,3.6065,-0.2158,1.6254,2.4849,1.5764,4.7965,-0.1523,-1.9044,0.7022,0.838,3.3084,?,0.2261,-0.193,-0.8535,0.5519,1.0383,1.8812,0.3046,1.078,3.5387,1.0096,0.1935,0.1917,0.7127,0,0,0.7519,1.0901,1.4498,0.0291,4.3442,0.3829,-0.5805,-0.672,12.2184,78.0787,8.8362,24,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.8524,17.7793,4.2165,19.5223,-2.9694,-0.9036,7.3499,2.7111,9.3061,-2.1956,-0.4413,26.8341,5.1802,20.4369,-0.6457,6.5394,13.6419,3.6935,15.1041,0.079,2.05,4.1977,-0.2833,2.0476,-0.1382,-0.0675,1.5553,0.814,1.1416,0.5234,0.734,1.4025,2.419,0.6626,1.3033,0.2739,0.5388,1.967,2.2841,1.8214,-11.2785,0.7974,-4.9379,-6.1924,1.6889,0.396,0.2999,0.2345,0.1776,0.7573,2.0978,0.9552,1.2925,0.4554,0.6161,1.3531,0.0211,9.7091,0.5344,0.0865,-0.6188,-0.1527,-0.7152,0.4172,0.2608,2.5141,1.5856,8.2124,-2.0335,1.346,8.1105,2.8479,11.298,-0.4875,-0.8642,3.1767,1.7823,5.7918,-3.9088,0.1938,-0.3018,-1.5575,0.5568,0.8896,1.5978,0.31,0.7914,2.5531,1.4868,1.1937,0.8029,0.3564,2.2945,6.4372,0.7269,1.4179,1.9507,0.0162,4.8942,0.0925,0.2881,-0.7151,33.1138,163.2937,12.7786,45.0137,0.0843,TASCA_SINISTRA_DAVANTI_PANTALONI
1.9498,15.3948,3.9236,14.743,-0.8671,0.4641,2.9321,1.7123,8.5382,-0.3722,-1.9004,8.4695,2.9102,13.1721,-2.3526,4.9093,10.3239,3.2131,11.7874,0.0156,4.201,-1.026,0.3972,-0.2442,0.0945,-0.3871,2.2914,1.3482,1.2211,0.5884,0.5329,0.9057,5.2504,1.8177,1.4912,0.3462,0.284,0.8204,2.9565,0.7408,-36.7645,0.2506,-12.4353,-49.631,1.269,2.0097,0.6595,1.5837,0.5197,0.3281,1.7267,1.1193,1.2507,0.6482,0.7243,1.1175,0.0276,7.3261,-0.8119,-0.5176,0.4824,0.0639,-0.0236,-0.7832,1.0272,1.6412,1.2811,4.9509,-0.1538,0.9867,1.7975,1.3407,6.3525,-0.1849,1.22,2.7453,1.6569,5.8014,-0.1926,1.041,0.8419,0.8088,0.9555,0.7732,0.8092,0.913,0.5978,0.6548,0.6656,0.7042,1.058,0.8004,0.8821,1.1021,0.7794,0.8534,1.095,0.0188,3.7776,0.7939,0.6307,0.6233,4.0472,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0801,3.6473,1.9098,8.1005,-0.6874,0.0248,5.1634,2.2723,12.0561,-1.2972,-0.0668,7.362,2.7133,12.071,-0.5882,3.6772,2.6623,1.6316,7.1294,0.1006,-3.2276,1.1996,-0.0218,-0.3717,0.0067,-0.0182,0.8405,0.7039,1.1705,0.8375,1.3927,1.6629,0.7064,0.4954,1.37,0.7014,1.9395,2.7653,0.4847,0.7382,-4.1401,1.5228,-8.5408,-5.6085,0.9147,0.6316,0.6056,0.6905,0.6621,0.9589,0.6719,0.6711,1.1362,0.9988,1.691,1.6931,0.0011,5.415,0.3985,0.3643,0.0158,0.0415,-0.1102,0.3412,-0.0841,0.7848,0.8859,3.1581,-1.5025,0.36,0.7737,0.8796,3.6154,-0.7919,0.2082,0.3178,0.5637,3.2114,-0.6331,-0.2335,-0.4039,1.7294,1.0072,1.5715,1.5603,1.0144,2.4697,2.4345,1.1868,1.5231,1.2834,0.6255,0.6417,1.026,0.8735,0.9834,1.1258,0.0042,1.9642,0.3814,-0.4973,-0.2409,4.2079,0.249,0.499,3.803,0.5126,TASCA_SINISTRA_DAVANTI_PANTALONI
1.4278,12.4042,3.522,15.8418,-0.4082,0.9678,5.856,2.4199,12.9779,-0.7384,-1.0278,8.1112,2.848,25.49,-0.9101,4.776,7.5929,2.7555,12.6596,0.0731,1.4752,-1.3892,0.299,-0.9417,0.2026,-0.2152,1.4554,1.2366,1.2781,0.8497,0.8782,1.0336,2.1182,1.5293,1.6337,0.722,0.7713,1.0683,0.833,0.3781,-4.5958,0.4539,-5.5172,-12.1558,1.5069,0.843,0.8236,0.5594,0.5466,0.977,1.2207,0.6215,1.2514,0.5091,1.0251,2.0135,0.0102,7.2173,0.7087,0.0924,0.7224,-0.0376,0.4414,-0.077,0.3936,1.0599,1.0295,3.7395,-0.7543,0.6676,1.0336,1.0167,5.4164,-0.2356,0.0495,1.3401,1.1576,4.5438,-1.5761,0.5895,7.9501,13.4858,1.0126,0.8893,0.8782,1.0254,0.7909,0.7713,1.5569,0.5784,0.3715,0.4863,1.2085,2.4853,0.6904,0.823,1.1921,0.0039,2.7235,0.0485,0.1158,-0.3265,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.6908,19.2304,4.3853,24.8794,-0.8495,-0.8422,15.0555,3.8801,18.232,-1.2557,-1.0875,26.0354,5.1025,37.0395,-1.0751,6.9477,14.4199,3.7974,19.3661,0.0394,-0.8202,-0.6352,0.0994,0.7744,-0.1212,-0.1565,1.1302,0.8594,1.1548,0.7604,1.0218,1.3437,1.2773,0.7386,1.3336,0.5783,1.0441,1.8055,1.1259,0.5955,-14.3869,0.5289,-12.7782,-24.1609,1.6644,0.7537,0.6673,0.4528,0.4009,0.8854,1.3646,0.6717,1.2847,0.4922,0.9414,1.9126,0.0077,10.3972,0.4005,0.0854,0.0558,0.2824,-0.2458,-0.2059,0.4216,1.3977,1.1822,5.0319,-1.005,0.7381,2.6845,1.6384,6.2784,-0.6033,-0.7546,7.8844,2.8079,10.5455,-1.1664,0.5712,-0.5588,-0.9782,0.7216,0.421,0.5835,0.5207,0.1773,0.3405,1.0676,0.4442,0.4161,0.6409,0.5156,0.8044,0.8015,0.4772,0.5954,0.0057,4.9519,0.617,-0.3814,-0.8022,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
2.5653,9.0334,3.0056,17.9938,-0.1703,-0.1232,8.3161,2.8838,10.9461,-0.9397,-1.7969,10.6163,3.2583,24.1846,-0.4122,5.4488,8.1013,2.8463,19.213,0.0365,-20.822,-1.4276,0.4708,0.0686,-0.0226,-0.3298,1.0422,0.9224,1.056,0.8851,1.0132,1.1447,1.0863,0.8509,1.1151,0.7833,1.0265,1.3104,0.4938,0.3709,-3.5924,0.7512,-7.2757,-9.685,2.7246,0.8978,0.771,0.3295,0.283,0.8588,1.6438,0.744,0.9365,0.4526,0.5697,1.2588,0.0172,8.4013,0.0075,0.0507,0.7449,-0.4573,0.0522,0.0747,0.5675,1.5475,1.244,5.2306,-0.6544,-0.4736,1.3524,1.1629,6.1256,-3.2489,1.9209,3.0233,1.7388,7.2098,-0.4901,-1.1982,0.2954,-0.2466,1.0697,0.7154,0.6688,1.1442,0.5119,0.4473,0.4417,0.8725,1.9752,2.1929,0.6534,0.298,0.8539,0.7255,0.8496,0.0113,4.1279,-0.2225,-0.0368,0.406,1.967,0.2626,0.5125,2,0.3333,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.4009,23.6118,4.8592,34.1946,-1.2406,2.3593,18.4696,4.2976,23.4187,-0.1297,-1.5452,10.9239,3.3051,23.8341,-0.5623,5.9281,27.7795,5.2706,26.8555,0.0439,-0.5938,0.9066,-0.2363,-1.5268,0.398,-0.2607,1.1307,1.4702,0.9219,1.3003,0.8154,0.6271,1.2784,2.1615,0.85,1.6908,0.6649,0.3932,7.0403,2.2071,-15.358,0.3135,-2.1814,-6.9586,0.7362,1.0004,0.5433,1.3588,0.738,0.5431,1.4601,1.4347,1.2733,0.9826,0.872,0.8875,0.017,8.7475,-0.1334,-0.3667,-0.3141,0.4254,0.87,0.4655,-0.1802,1.6184,1.2721,5.9793,-1.4213,-1.821,3.6446,1.9091,7.7374,-2.5067,-0.8347,2.9925,1.7299,9.3193,-1.0814,0.0989,0.2159,2.1816,0.6664,0.7354,1.1036,0.444,0.5408,1.2179,0.6346,0.7249,1.1423,1.1192,0.5515,0.4928,0.7728,0.6416,0.8303,0.0109,4.7334,0.403,0.1878,0.4021,1.1189,0.8291,0.9106,2,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0558,0.4366,0.6607,2.9546,-0.7909,-0.1669,0.0913,0.3022,1.3214,-1.5324,-0.4222,0.1492,0.3863,1.5201,-4.4082,0.8464,0.17,0.4123,1.6034,0.1257,-0.3345,-0.1322,0.066,0.3953,-0.1972,-0.4989,2.1865,1.7105,1.6027,0.7823,0.733,0.937,4.7807,2.9258,2.5687,0.612,0.5373,0.8779,1.6318,1.053,-5.6591,0.6453,-3.468,-5.3741,3.1618,5.8695,0.8996,1.8564,0.2845,0.1533,2.2359,1.9436,1.8427,0.8693,0.8241,0.9481,0.0025,1.2823,0.3964,0.2872,-0.0751,0.0223,0.1111,-0.7286,0.2633,0.0277,0.1664,0.7455,-0.2533,0.1854,0.0122,0.1102,0.3888,-0.0777,-0.0417,0.0324,0.1801,0.8054,-1.2387,1.4201,-6.3133,-4.4455,1.5096,0.9239,0.612,2.279,0.8535,0.3745,5.3751,0.3381,0.0629,1.6489,1.6536,1.0028,1.9176,0.9257,0.4828,0.0018,0.6083,-0.1064,-0.0368,0.283,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0458,0.5186,0.7202,2.933,-0.9831,-0.1044,0.2573,0.5072,2.463,-1.2541,0.0449,0.5117,0.7153,2.6683,-1.3183,1.0361,0.229,0.4785,2.0489,0.1211,0.4384,-1.0201,-0.0442,-2.3268,-0.1008,0.0433,1.4198,1.0068,1.5049,0.7091,1.0599,1.4948,2.016,1.0136,2.2648,0.5028,1.1234,2.2345,1.0611,0.9583,-5.1491,0.9031,-4.8527,-5.3734,1.3536,1.285,0.6344,0.9493,0.4687,0.4937,1.1908,1.0992,1.4315,0.923,1.2021,1.3023,0.0007,1.5816,0.2205,0.1317,-0.4855,0.5535,-0.1985,-0.2751,0.245,0.1368,0.3699,1.4014,-0.4048,0.3594,0.0587,0.2422,0.8855,0.0187,0.0006,0.0482,0.2195,0.9784,-0.9292,0.6816,385.7585,565.9188,1.5272,1.685,1.1033,2.3323,2.8391,1.2173,-23.9927,0.8569,-0.0357,1.1056,1.967,1.7792,1.5826,1.4323,0.905,0.0024,0.8779,0.9158,-0.2339,-0.2124,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.829,10.9918,3.3154,14.6278,-1.6048,0.5713,1.6547,1.2863,6.3005,-1.553,1.2047,16.1073,4.0134,14.5496,-0.5893,4.8737,10.1241,3.1818,11.5899,0.0554,-3.2014,-1.5182,-0.3753,0.4742,0.1172,0.2472,2.5774,0.8261,1.042,0.3205,0.4043,1.2613,6.6429,0.6824,1.0857,0.1027,0.1634,1.591,2.3514,1.6705,-13.2494,0.7104,-5.6346,-7.9313,2.2755,0.6134,0.4577,0.2696,0.2011,0.7461,2.3217,1.0054,1.2621,0.433,0.5436,1.2554,0.0226,7.4678,-0.5823,-0.8169,-0.5741,0.3596,0.2259,0.6499,-0.4386,4.9831,2.2323,8.5971,-0.8212,0.1181,2.8266,1.6813,7.9107,-0.6615,-0.3198,4.0112,2.0028,8.9222,-0.6462,-3.7148,1.3716,-0.3692,1.3277,1.1146,0.8395,1.7629,1.2423,0.7047,1.2308,1.1068,0.8993,0.9915,0.871,0.8785,1.0868,0.9636,0.8866,0.0056,4.3064,0.8875,0.9354,0.8471,4.1432,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.6853,9.3403,3.0562,14.8744,-0.8764,1.3514,4.0559,2.0139,9.008,-0.4099,-1.3386,11.8834,3.4472,14.3997,-1.4217,4.95,4.8649,2.2056,8.7863,0.0974,-0.5071,0.512,-0.1384,-1.0095,0.273,-0.2704,1.5175,0.8866,1.3856,0.5842,0.9131,1.5629,2.3029,0.786,1.9199,0.3413,0.8337,2.4427,2.6527,0.8218,-7.3312,0.3098,-2.7637,-8.9207,1.2408,1.3332,0.8144,1.0745,0.6564,0.6109,1.6512,1.033,1.6929,0.6256,1.0252,1.6389,0.0109,7.5224,0.224,0.2721,0.1112,-0.0838,0.413,-0.5413,0.047,1.6158,1.2711,6.5358,-1.0302,-0.679,1.4982,1.224,5.0148,-2.0472,-0.9255,0.5179,0.7196,3.8869,-1.33,-0.0692,-0.0508,0.7337,1.0385,1.7664,1.7009,1.0785,3.12,2.893,0.9844,1.4948,1.5185,1.9561,1.9298,0.9865,1.3033,1.6815,1.2902,0.0062,3.3132,0.2524,0.2513,0.53,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
2.8787,17.7291,4.2106,17.5359,-0.2462,-0.1147,9.1022,3.017,11.7764,-1.0673,-0.3822,6.0311,2.4558,14.7708,-0.9693,5.4318,11.8042,3.4357,14.4585,0.0518,-25.0866,-7.531,0.53,0.3002,-0.0211,-0.0704,1.3956,1.7145,1.2255,1.2285,0.8781,0.7148,1.9478,2.9396,1.5019,1.5092,0.7711,0.5109,0.5698,0.4765,-4.3818,0.8363,-7.6904,-9.1957,2.4703,1.876,0.9228,0.7594,0.3736,0.4919,1.4891,1.1872,1.2128,0.7973,0.8145,1.0216,0.0155,8.0667,0.5509,0.1762,0.8882,0.0746,0.413,0.1446,2.0242,3.7514,1.9369,6.9748,-0.0135,1.2011,2.5659,1.6019,6.5742,-0.1514,1.846,2.5704,1.6032,4.9229,-0.0519,1.6853,1.0965,0.6506,1.2091,1.2081,0.9991,1.462,1.4595,0.9983,0.1076,0.3832,3.5618,1.2052,1.4704,1.22,1.0609,1.4168,1.3354,0.016,5.3162,0.1909,0.2635,-0.1292,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
1.5136,11.0802,3.3287,17.3607,-0.2065,0.0477,6.0253,2.4547,11.9161,-0.5906,-0.612,8.2752,2.8767,14.2332,-1.3379,4.5228,7.5925,2.7554,14.6818,0.0309,31.7293,-2.4731,0.3347,-0.0779,0.0105,-0.1353,1.3561,1.1571,1.208,0.8533,0.8908,1.044,1.8389,1.339,1.4594,0.7281,0.7936,1.0899,0.6716,0.3648,-6.3573,0.5432,-9.4661,-17.4262,1.9207,2.3635,0.9498,1.2305,0.4945,0.4019,1.4569,1.2197,1.1825,0.8372,0.8116,0.9694,0.0088,6.7322,0.3637,0.6723,0.6267,-0.0917,0.4742,0.1117,0.8381,1.6751,1.2942,5.6963,-0.3598,-0.4414,1.4887,1.2201,6.0583,-1.3864,1.9134,1.8387,1.356,6.7419,-0.614,-1.8986,0.438,-0.2307,1.0608,0.9545,0.8998,1.1252,0.911,0.8096,0.4282,0.5876,1.3723,1.6501,1.0028,0.6077,0.9402,0.8449,0.8986,0.0115,4.2995,-0.3694,-0.0273,-0.1727,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1007,1.0398,1.0197,5.0523,-0.8552,-0.1025,0.7829,0.8848,3.689,-1.1686,0.1866,0.8771,0.9365,4.7143,-1.5202,1.5398,0.3841,0.6198,2.5646,0.1603,0.9824,-0.5399,-0.0654,-0.5495,-0.0666,0.1212,1.1524,1.0888,1.6452,0.9448,1.4276,1.5111,1.3281,1.1854,2.7067,0.8926,2.038,2.2833,1.1716,0.819,-4.7582,0.699,-4.0612,-5.8097,1.6009,1.4559,0.8917,0.9094,0.557,0.6125,1.3696,1.0717,1.97,0.7825,1.4384,1.8382,0.0012,2.282,-0.1242,-0.1592,-0.0022,0.5045,0.3034,0.2265,-0.2986,0.1234,0.3513,1.8938,-3.9811,-0.119,0.1013,0.3183,1.4388,-1.0324,0.0085,0.0487,0.2207,1.0126,-0.5197,2.5097,-35.1497,-14.0054,1.1036,1.5916,1.4421,1.218,2.5332,2.0797,2.071,4.3709,2.1106,0.5371,0.5706,1.0625,1.3163,1.8703,1.4209,0.0017,0.8026,0.6482,0.72,0.5754,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
