@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.5013,1.2374,1.1124,6.3118,-0.6928,0.258,2.8002,1.6734,8.6656,-0.7415,-0.2043,2.1027,1.4501,7.3037,-1.1238,2.2758,1.3207,1.1492,5.4733,0.0924,1.943,-2.4542,0.2203,-1.2631,0.1134,-0.0898,0.6648,0.7671,0.9679,1.154,1.4561,1.2618,0.4419,0.5885,0.9369,1.3317,2.1202,1.5921,0.7002,0.6684,-4.6337,0.9547,-6.6182,-6.9324,0.7493,1.0842,0.6182,1.447,0.8251,0.5702,0.7284,0.8642,1.1532,1.1865,1.5832,1.3344,0.0033,3.4045,0.7737,-0.0996,0.3711,-0.0976,0.3082,-0.3212,0.0119,0.0803,0.2833,1.7474,-1.7873,-0.0161,0.0601,0.2451,1.3213,-0.783,0.6075,0.1382,0.3717,1.6748,0.0162,-0.7416,0.0197,-0.0265,1.1556,0.7621,0.6595,1.3355,0.5808,0.4349,1.9311,-40.6611,-21.0559,0.846,0.3683,0.4353,1.3226,1.0434,0.7889,0.0033,1.0117,0.0703,-0.1959,0.0911,1100,0,0,0,1,PANTALONI
-0.0321,0.7758,0.8808,3.2544,-1.2572,0.2718,1.3473,1.1607,4.693,-0.7437,-0.0169,0.1715,0.4141,1.7127,-1.3229,1.3717,0.4882,0.6987,2.8927,0.0615,-0.118,1.8944,-0.0234,-16.0592,0.1981,-0.0123,0.7588,2.1269,1.2606,2.8029,1.6613,0.5927,0.5758,4.5238,1.5892,7.8561,2.7599,0.3513,0.9055,1.8584,-9.5624,2.0522,-10.5598,-5.1456,0.5357,1.9555,0.4678,3.6503,0.8732,0.2392,0.6935,1.9002,1.125,2.7402,1.6224,0.5921,0.0014,2.0159,0.1526,0.1421,-0.1072,-0.335,0.2964,-0.0711,0.0339,0.0785,0.2801,1.0777,-0.5941,0.0326,0.0203,0.1423,0.6644,-0.7338,-0.0195,0.0352,0.1876,0.8502,-1.001,1.0397,-1.7404,-1.6739,1.9685,1.4936,0.7588,3.8748,2.2308,0.5757,1.4286,0.9444,0.6611,1.7643,1.5911,0.9019,1.6222,1.2676,0.7814,0.0003,0.5019,0.6839,-0.3741,-0.1949,1100,0,0,0,1,PANTALONI
0.2973,5.0259,2.2419,15.4943,-0.6064,-0.5085,5.2561,2.2926,11.9676,-1.451,-0.3983,8.8529,2.9754,22.9167,-0.9622,3.8341,4.9399,2.2226,15.0581,0.0319,-0.5847,-0.7463,0.0775,1.2765,-0.1326,-0.1039,0.9779,0.7535,1.0087,0.7705,1.0315,1.3387,0.9562,0.5677,1.0174,0.5937,1.064,1.7921,0.8256,0.5205,-11.7887,0.6305,-14.2797,-22.6492,1.9754,0.8259,0.6201,0.4181,0.3139,0.7509,1.2947,0.6761,1.029,0.5222,0.7948,1.5219,0.0038,5.6746,0.1857,0.2553,0.0236,-0.1026,-0.3259,-0.0686,0.2453,1.7158,1.3099,7.6071,-0.4075,-0.169,0.8809,0.9386,7.542,-3.1566,0.9518,1.8944,1.3764,4.8546,-0.1533,-1.4517,0.2577,-0.1775,1.3956,0.9517,0.6819,1.9477,0.9057,0.465,0.3846,3.4129,8.8749,2.9786,1.284,0.4311,1.0086,1.567,1.5536,0.0054,2.4861,-0.5273,-0.0837,-0.0041,1100,0,0,0,1,PANTALONI
-0.0874,3.066,1.751,8.4667,-0.5617,-0.0538,1.8304,1.3529,5.5572,-0.6844,-0.1256,0.6165,0.7852,3.8549,-1.552,2.1355,0.979,0.9894,5.7701,0.0566,1.6229,0.6957,-0.0409,0.4287,-0.0252,-0.0588,1.2942,2.23,1.7697,1.723,1.3674,0.7936,1.6751,4.973,3.1318,2.9688,1.8697,0.6298,1.3486,1.299,-8.798,0.9632,-6.5236,-6.7731,1.6433,3.5892,0.8864,2.1842,0.5394,0.247,1.5236,2.1964,1.4674,1.4416,0.9631,0.6681,0.0009,3.2676,-0.0196,-0.2029,0.0161,-0.7372,0.4452,-0.3111,0.1681,0.2402,0.4901,1.9418,-0.5526,0.0865,0.0975,0.3123,1.8222,-0.9751,0.0303,0.0925,0.3041,1.4729,-1.35,1.9446,5.5564,2.8574,1.5694,1.6114,1.0268,2.4629,2.5966,1.0543,0.7683,0.8168,1.0632,1.3556,1.9955,1.472,1.0657,1.3183,1.2371,0.001,0.8752,0.7715,-0.4337,-0.0995,1100,0,0,0,1,PANTALONI
-1.1769,5.8939,2.4277,14.692,-1.6756,-0.4125,5.5292,2.3514,12.3151,-1.2501,-0.1082,7.742,2.7824,12.737,-1.1973,4.0125,4.6319,2.1522,10.2695,0.0528,2.8529,10.8814,-0.2933,3.8141,-0.1028,-0.027,1.0325,0.8725,1.128,0.8451,1.0926,1.2928,1.066,0.7613,1.2724,0.7142,1.1937,1.6714,1.3447,1.3257,-16.0832,0.9858,-11.96,-12.1317,1.0033,0.9473,0.5065,0.9441,0.5048,0.5347,1.193,1.1535,1.4306,0.9669,1.1992,1.2403,0.0066,6.06,0.4032,-0.4312,-0.586,0.2877,-0.3929,0.0957,0.1212,0.3812,0.6174,3.5985,-0.42,0.2073,1.1531,1.0738,5.7774,-0.7328,-0.6929,2.5719,1.6037,7.5206,-2.6717,0.585,-0.175,-0.2991,0.575,0.385,0.6696,0.3306,0.1482,0.4483,0.4356,0.1945,0.4465,0.7601,1.2372,1.6278,0.6229,0.4785,0.7682,0.0039,2.1195,0.4842,0.0677,0.5166,1100,0,0,0,1,PANTALONI
-1.7927,9.5475,3.0899,13.011,-11.2096,-1.0196,5.1392,2.267,10.2045,-2.2401,-0.4596,5.541,2.3539,9.8994,-1.4468,3.9451,9.1284,3.0213,13.2339,0.0406,1.7582,3.9002,-0.4544,2.2184,-0.2585,-0.1165,1.363,1.3127,1.0227,0.9631,0.7503,0.7791,1.8578,1.7231,1.0459,0.9275,0.563,0.607,1.6932,2.0407,-21.3507,1.2053,-12.61,-10.4625,0.3384,0.2634,0.0773,0.7785,0.2283,0.2933,1.275,1.3143,0.9832,1.0308,0.7711,0.748,0.0122,5.8003,0.66,0.1048,-0.9469,0.1846,-0.7047,-0.1322,0.2352,0.8764,0.9362,4.6682,-0.2766,0.8864,2.7907,1.6706,7.6505,-0.1639,-0.6555,1.9319,1.3899,5.8435,-9.0695,0.2653,-0.3588,-1.3522,0.5604,0.6735,1.2019,0.314,0.4537,1.4446,0.9388,0.1922,0.2047,0.5563,6.3011,11.3263,0.6102,0.7989,1.3092,0.0065,2.5725,0.0165,-0.6021,-0.6601,125000,0,0,0,1,PANTALONI
0.4839,15.625,3.9528,20.874,-0.7519,0.586,6.9319,2.6329,13.0203,-0.908,-1.1818,14.7719,3.8434,22.0691,-1.1459,5.6015,7.9259,2.8153,11.8404,0.0468,0.8258,-0.4095,0.0864,-0.4959,0.1046,-0.211,1.5014,1.0285,1.4041,0.685,0.9352,1.3652,2.2541,1.0577,1.9714,0.4693,0.8746,1.8638,1.4459,0.7602,-15.4171,0.5258,-10.663,-20.28,1.7461,1.1586,0.9592,0.6635,0.5494,0.8279,1.6032,0.9458,1.7629,0.59,1.0997,1.8639,0.0076,8.238,-0.2316,-0.0634,0.3139,-0.1105,0.0863,-0.2522,0.0597,3.7025,1.9242,8.6827,-0.8442,-0.7098,2.9286,1.7113,9.7636,-3.0326,0.1839,3.9327,1.9831,7.8603,-0.7123,-0.0841,0.3247,-3.8604,1.1244,0.9703,0.8629,1.2643,0.9415,0.7447,0.5413,1.2156,2.2456,1.9446,1.0256,0.5274,0.8893,1.1046,1.2422,0.004,4.4969,-0.2325,0.3339,0.1242,1100,0,0,0,1,PANTALONI
0.6929,11.7461,3.4273,22.432,-0.4193,0.1325,7.4457,2.7287,12.3517,-0.7571,-1.3038,12.0337,3.469,24.5495,-0.9234,5.1491,6.9098,2.6286,19.8467,0.0251,5.2285,-0.5314,0.1346,-0.1016,0.0257,-0.2532,1.256,0.988,1.3038,0.7866,1.0381,1.3197,1.5776,0.9761,1.6999,0.6187,1.0776,1.7415,1.2451,0.5622,-12.9618,0.4515,-10.4098,-23.0539,2.2483,1.2383,0.7764,0.5508,0.3453,0.6269,1.8161,0.9137,1.1303,0.5031,0.6224,1.237,0.0081,7.867,-0.0537,0.4651,0.1936,-0.216,0.1112,-0.0115,0.3443,1.4827,1.2177,6.9054,-0.283,-0.5497,2.1787,1.476,7.2899,-2.8916,0.6115,3.2803,1.8112,8.5844,-0.9666,-0.6263,0.563,-0.899,0.825,0.6723,0.815,0.6806,0.452,0.6642,0.2812,0.361,1.2838,2.8732,1.233,0.4291,0.9473,0.8044,0.8492,0.0048,3.5335,-0.2707,-0.2834,0.61,1100,0,0,0,1,PANTALONI
0.0221,4.0658,2.0164,10.0917,-0.9843,-0.1769,2.8112,1.6767,6.4355,-0.963,-0.2144,0.5431,0.737,3.9602,-1.3182,2.565,0.9188,0.9585,4.7598,0.2094,-0.1251,-0.1032,0.0086,0.8249,-0.069,-0.0836,1.2026,2.736,2.1036,2.2751,1.7492,0.7689,1.4463,7.4858,4.4251,5.1759,3.0597,0.5911,1.5856,2.2229,-3.9701,1.4019,-2.5038,-1.786,1.5513,2.9771,0.8447,1.9191,0.5445,0.2837,1.5681,2.5483,2.1202,1.625,1.3521,0.832,0.0015,3.6827,0.1862,-0.0379,-0.1947,-0.4443,0.3347,-0.3182,0.0815,0.0644,0.2539,1.0959,-1.0441,0.0515,0.047,0.2167,0.8769,-1.2144,0.0834,0.0597,0.2443,1.3255,-1.1934,1.5841,0.9776,0.6171,1.1716,1.0391,0.8869,1.3727,1.0796,0.7865,1.1639,0.7762,0.6668,1.3538,0.8871,0.6553,1.2497,0.8268,0.6616,0.0007,0.6099,0.7428,-0.127,-0.2635,1100,0,0,0,1,PANTALONI
0.0745,5.0775,2.2533,8.8579,-0.7125,-0.0955,2.023,1.4223,6.0089,-1.134,-0.2932,0.9918,0.9959,4.3056,-1.0846,2.6512,1.1638,1.0788,4.6949,0.1451,-0.7795,-0.254,0.0281,0.3259,-0.036,-0.1106,1.5843,2.2627,2.0887,1.4282,1.3184,0.9231,2.5099,5.1197,4.3628,2.0398,1.7382,0.8522,1.1541,1.6451,-4.6258,1.4254,-4.008,-2.8119,1.837,2.5044,0.9419,1.3633,0.5127,0.3761,1.4741,2.0573,1.8867,1.3956,1.2799,0.9171,0.0017,3.9567,0.4501,-0.1423,0.0126,-0.4098,0.0774,-0.3854,0.1108,0.1793,0.4235,1.772,-0.5564,0.0652,0.0835,0.2889,1.2593,-0.6335,0.0295,0.0699,0.2643,1.2753,-1.1678,1.6995,3.7598,2.2123,1.4658,1.6022,1.0931,2.1486,2.5672,1.1948,1.297,0.922,0.7109,1.4769,1.9353,1.3104,1.4071,1.3894,0.9874,0.0007,0.8665,0.8509,-0.1061,-0.0473,1100,0,0,0,1,PANTALONI
-0.0374,3.0253,1.7393,7.4973,-0.5947,-0.1096,2.1045,1.4507,5.6672,-0.8529,-0.1614,0.8533,0.9237,4.0242,-1.4826,2.3127,0.6741,0.821,4.3349,0.1802,0.3417,0.2319,-0.0162,0.6788,-0.0474,-0.0698,1.199,1.8829,2.1185,1.5704,1.7669,1.1251,1.4376,3.5454,4.4881,2.4662,3.122,1.2659,1.0718,1.1634,-2.9353,1.0854,-2.7385,-2.523,1.5371,2.9004,0.8892,1.887,0.5785,0.3066,1.3229,1.8631,1.7295,1.4083,1.3073,0.9283,0.001,3.4677,0.4369,-0.1998,-0.0037,-0.3553,0.1675,-0.1768,0.0437,0.1039,0.3224,1.1055,-0.8192,0.0683,0.0914,0.3023,0.9741,-0.8584,0.0107,0.0657,0.2562,1.2881,-1.9357,0.6398,4.0965,6.4025,1.0663,1.2581,1.1798,1.137,1.5827,1.392,1.1064,0.5861,0.5297,1.1593,1.385,1.1946,1.1349,0.8582,0.7562,0.0004,0.7665,0.7614,-0.2884,-0.3216,1100,0,0,0,1,PANTALONI
1.07,10.9791,3.3135,28.1433,-0.2679,-0.4195,5.7501,2.3979,13.3136,-0.6933,-0.1202,4.3907,2.0954,8.9336,-0.847,3.861,7.5481,2.7474,21.8419,0.028,-2.5506,-8.9015,0.2771,3.4899,-0.1087,-0.0311,1.3818,1.5813,1.206,1.1444,0.8728,0.7627,1.9094,2.5005,1.4546,1.3096,0.7618,0.5817,1.0911,1.4517,-9.4433,1.3305,-8.6551,-6.505,2.823,4.589,0.9877,1.6256,0.3499,0.2152,2.1139,3.1503,1.2885,1.4903,0.6095,0.409,0.0062,5.78,0.0342,-0.268,0.6055,0.1581,-0.1636,0.0118,0.4942,1.3941,1.1807,6.7889,-0.3842,-0.1288,0.7745,0.8801,5.4955,-2.0004,1.1865,3.2064,1.7907,6.4439,-0.1729,-3.8379,0.4165,-0.1085,1.3416,0.6594,0.4915,1.8,0.4348,0.2415,0.5143,1.9839,3.8577,2.6779,0.8927,0.3334,1.2354,1.0535,0.8528,0.007,2.7563,-0.2564,0.4703,-0.2775,1100,0,0,0,1,PANTALONI
0.6658,6.9747,2.641,20.0146,-0.3852,-0.663,4.6328,2.1524,11.0691,-1.0015,-0.1311,5.2414,2.2894,11.0661,-0.714,3.6791,4.2129,2.0525,13.5839,0.0612,-1.0042,-5.078,0.181,5.0567,-0.1802,-0.0356,1.227,1.1536,1.2867,0.9401,1.0486,1.1154,1.5055,1.3307,1.6555,0.8839,1.0996,1.2441,1.0049,1.2074,-6.2847,1.2015,-6.2542,-5.2053,2.6126,2.238,0.9986,0.8566,0.3822,0.4462,1.8082,1.8087,1.4734,1.0003,0.8149,0.8146,0.0051,5.4983,0.1598,-0.1286,0.4602,-0.0391,-0.2321,0.2429,0.5358,1.4804,1.2167,6.0114,-0.2571,-0.1735,0.7013,0.8375,4.579,-2.7846,1.3184,2.6483,1.6273,6.4183,-0.0706,-3.0886,0.4064,-0.1316,1.4528,0.7477,0.5146,2.1107,0.559,0.2648,0.3649,2.9052,7.9612,3.9523,0.7976,0.2018,1.3128,0.9366,0.7134,0.0077,2.6367,-0.2639,0.5011,-0.1875,1100,0,0,0,1,PANTALONI
0.4929,12.2361,3.498,19.9068,-0.5367,0.8056,10.794,3.2854,16.359,-0.3787,-0.6303,14.8063,3.8479,20.577,-1.2722,5.5431,8.3993,2.8981,14.3668,0.0543,0.6119,-0.7821,0.0889,-1.2781,0.1453,-0.1137,1.0647,0.9091,1.207,0.8538,1.1336,1.3277,1.1336,0.8264,1.4568,0.729,1.2851,1.7628,1.5473,0.6035,-8.424,0.39,-5.4444,-13.9588,1.0918,1.4304,0.8527,1.3102,0.781,0.5961,1.2169,0.9674,1.3856,0.795,1.1387,1.4323,0.0062,8.4315,0.1215,0.4486,0.4724,0.0353,0.4097,0.0944,0.6574,2.2553,1.5018,7.0432,-0.4072,-0.0351,1.3543,1.1637,5.9152,-1.3761,1.237,4.2676,2.0658,7.6135,-0.4268,-18.7145,0.5315,-0.0284,1.2905,0.727,0.5633,1.6653,0.5285,0.3173,0.5949,0.8949,1.5042,2.0105,0.938,0.4665,1.1907,0.9251,0.7769,0.0076,3.8284,-0.0223,0.0246,0.149,1100,0,0,0,1,PANTALONI
0.5778,4.4639,2.1128,8.4717,-0.5353,0.0255,2.3703,1.5396,5.6827,-0.8339,0.1025,1.5328,1.238,5.7758,-0.9765,2.8208,0.7549,0.8688,4.7593,0.2145,22.6979,5.6394,0.2048,0.2485,0.009,0.0363,1.3723,1.7066,2.4318,1.2436,1.772,1.425,1.8833,2.9123,5.9136,1.5464,3.1401,2.0305,1.1431,1.0351,-2.2725,0.9055,-1.988,-2.1955,1.7807,1.8882,0.9107,1.0604,0.5114,0.4823,1.4908,1.4667,1.78,0.9839,1.194,1.2136,0.0032,4.2361,0.3942,-0.107,0.4412,-0.2118,0.487,-0.1526,0.0384,0.205,0.4527,2.0508,-1.034,0.1298,0.2486,0.4986,2.0572,-1.0827,0.0616,0.0772,0.2778,1.6107,-1.2248,0.2961,0.6237,2.1065,0.908,1.6298,1.795,0.8244,2.6563,3.2221,0.9748,1.1757,1.206,1.0207,1.3927,1.3644,0.9969,1.2732,1.2772,0.0008,1.0641,0.7987,-0.0465,0.0241,1100,0,0,0,1,PANTALONI
-0.1728,3.8231,1.9553,7.9704,-0.6503,-0.156,2.0503,1.4319,5.5755,-0.9346,0.0893,0.643,0.8019,4.2277,-1.1789,2.4067,0.7862,0.8867,4.6883,0.1734,1.1075,-1.9347,-0.0718,-1.747,-0.0648,0.0371,1.3655,2.4384,2.2051,1.7857,1.6149,0.9043,1.8646,5.946,4.8626,3.1888,2.6078,0.8178,1.166,1.3731,-3.1932,1.1775,-2.7385,-2.3256,1.6758,2.4891,0.8515,1.4853,0.5081,0.3421,1.4295,1.8853,1.7001,1.3188,1.1892,0.9017,0.0013,3.529,0.5538,-0.1147,-0.0906,-0.2345,0.2746,-0.2041,0.0876,0.2161,0.4649,1.6631,-0.6888,0.1069,0.143,0.3782,1.7186,-1.2109,-0.0185,0.0438,0.2092,1.2273,-1.6671,0.8199,-4.7316,-5.7711,1.2293,2.2218,1.8073,1.5113,4.9366,3.2665,0.7206,0.8842,1.227,1.2668,2.1401,1.6893,0.9677,1.3551,1.4003,0.0007,0.9157,0.6846,0.0422,0.1518,1100,0,0,0,1,PANTALONI
0.0329,3.3514,1.8307,8.0914,-0.6791,0.4302,3.0918,1.7583,6.3985,-0.5316,0.0233,0.8597,0.9272,5.0188,-1.5988,2.5256,1.1109,1.054,4.7114,0.1685,0.0764,1.4092,0.013,18.4455,0.1703,0.0092,1.0411,1.9744,1.7369,1.8964,1.6683,0.8797,1.084,3.8981,3.0168,3.5962,2.7831,0.7739,1.4736,1.0599,-3.4282,0.7193,-2.3265,-3.2344,1.1535,2.4952,0.8505,2.1632,0.7373,0.3408,1.2646,1.6122,1.7174,1.2749,1.3581,1.0652,0.0022,3.7169,0.5117,-0.1765,0.0538,-0.1418,0.5256,-0.2554,0.0693,0.119,0.3449,1.4911,-1.1218,0.0779,0.0788,0.2807,1.1856,-0.4924,-0.0885,0.06,0.245,1.2476,-1.1598,0.89,-0.7835,-0.8803,1.2287,1.408,1.1459,1.5097,1.9823,1.3131,2.0152,1.1767,0.5839,0.8846,1.2166,1.3753,1.2577,1.1952,0.9503,0.0007,0.7316,0.6469,0.4349,0.3035,1100,0,0,0,1,PANTALONI
